pricing_sk,product_id,seller_id,category,list_price,discount_pct,final_price,currency,effective_from,effective_to,is_current,change_reason
PR0013750,P103945,S1148,Books,62.91,0.0,62.91,USD,2024-06-30,2024-08-06,False,competitor_price_match
PR0013751,P103945,S1148,Books,62.17,0.09,56.57,USD,2024-08-07,,True,promotion
PR0013752,P103946,S1360,Fashion,24.39,0.1,21.95,USD,2024-01-14,2024-05-21,False,promotion
PR0013753,P103946,S1360,Fashion,21.37,0.0,21.37,USD,2024-05-22,2024-08-26,False,competitor_price_match
PR0013754,P103946,S1360,Fashion,23.65,0.0,23.65,USD,2024-08-27,,True,seasonal_sale
PR0013755,P103947,S1289,Books,10.31,0.0,10.31,USD,2024-01-30,2024-03-16,False,regular_update
PR0013756,P103947,S1289,Books,12.03,0.0,12.03,USD,2024-03-17,2024-07-18,False,competitor_price_match
PR0013757,P103947,S1289,Books,13.71,0.0,13.71,USD,2024-07-19,,True,promotion
PR0013758,P103948,S1728,Grocery,2.86,0.0,2.86,USD,2024-02-28,2024-04-30,False,inventory_clearance
PR0013759,P103948,S1728,Grocery,3.12,0.11,2.78,USD,2024-05-01,2024-07-18,False,competitor_price_match
PR0013760,P103948,S1728,Grocery,2.77,0.0,2.77,USD,2024-07-19,,True,inventory_clearance
PR0013761,P103949,S1475,Electronics,21.46,0.21,16.95,USD,2024-01-22,2024-05-07,False,competitor_price_match
PR0013762,P103949,S1475,Electronics,18.72,0.0,18.72,USD,2024-05-08,2024-07-26,False,regular_update
PR0013763,P103949,S1475,Electronics,21.01,0.0,21.01,USD,2024-07-27,2024-09-04,False,regular_update
PR0013764,P103949,S1475,Electronics,21.37,0.07,19.87,USD,2024-09-05,,True,promotion
PR0013765,P103950,S1780,Sports,16.37,0.0,16.37,USD,2024-01-11,2024-02-25,False,seasonal_sale
PR0013766,P103950,S1780,Sports,16.84,0.0,16.84,USD,2024-02-26,2024-04-21,False,seasonal_sale
PR0013767,P103950,S1780,Sports,17.62,0.0,17.62,USD,2024-04-22,2024-08-05,False,promotion
PR0013768,P103950,S1780,Sports,15.21,0.09,13.84,USD,2024-08-06,,True,competitor_price_match
PR0013769,P103951,S1458,Grocery,25.8,0.0,25.8,USD,2024-01-19,2024-05-26,False,competitor_price_match
PR0013770,P103951,S1458,Grocery,23.28,0.08,21.42,USD,2024-05-27,2024-07-07,False,regular_update
PR0013771,P103951,S1458,Grocery,26.28,0.0,26.28,USD,2024-07-08,2024-08-12,False,inventory_clearance
PR0013772,P103951,S1458,Grocery,29.52,0.29,20.96,USD,2024-08-13,,True,inventory_clearance
PR0013773,P103952,S1835,Grocery,6.56,0.0,6.56,USD,2024-02-08,2024-05-20,False,promotion
PR0013774,P103952,S1835,Grocery,6.5,0.0,6.5,USD,2024-05-21,2024-07-04,False,promotion
PR0013775,P103952,S1835,Grocery,6.9,0.0,6.9,USD,2024-07-05,2024-09-17,False,regular_update
PR0013776,P103952,S1835,Grocery,5.86,0.0,5.86,USD,2024-09-18,2025-01-24,False,regular_update
PR0013777,P103952,S1835,Grocery,5.08,0.0,5.08,USD,2025-01-25,,True,inventory_clearance
PR0013778,P103953,S1034,Toys,25.38,0.0,25.38,USD,2024-01-04,2024-04-23,False,competitor_price_match
PR0013779,P103953,S1034,Toys,26.95,0.0,26.95,USD,2024-04-24,2024-06-13,False,inventory_clearance
PR0013780,P103953,S1034,Toys,23.95,0.0,23.95,USD,2024-06-14,2024-08-09,False,seasonal_sale
PR0013781,P103953,S1034,Toys,24.04,0.0,24.04,USD,2024-08-10,,True,competitor_price_match
PR0013782,P103954,S1250,Books,101.79,0.0,101.79,USD,2024-02-11,2024-05-13,False,promotion
PR0013783,P103954,S1250,Books,104.8,0.2,83.84,USD,2024-05-14,2024-07-14,False,regular_update
PR0013784,P103954,S1250,Books,91.28,0.0,91.28,USD,2024-07-15,2024-11-13,False,inventory_clearance
PR0013785,P103954,S1250,Books,88.41,0.0,88.41,USD,2024-11-14,2025-01-14,False,promotion
PR0013786,P103954,S1250,Books,96.5,0.0,96.5,USD,2025-01-15,,True,promotion
PR0013787,P103955,S1038,Books,23.23,0.0,23.23,USD,2024-02-03,2024-05-27,False,seasonal_sale
PR0013788,P103955,S1038,Books,20.77,0.16,17.45,USD,2024-05-28,2024-09-20,False,inventory_clearance
PR0013789,P103955,S1038,Books,17.14,0.0,17.14,USD,2024-09-21,,True,competitor_price_match
PR0013790,P103956,S1631,Toys,59.29,0.0,59.29,USD,2024-01-03,2024-05-06,False,competitor_price_match
PR0013791,P103956,S1631,Toys,55.0,0.0,55.0,USD,2024-05-07,2024-08-07,False,seasonal_sale
PR0013792,P103956,S1631,Toys,58.63,0.12,51.59,USD,2024-08-08,,True,competitor_price_match
PR0013793,P103957,S1650,Grocery,46.01,0.31,31.75,USD,2024-02-04,2024-04-02,False,promotion
PR0013794,P103957,S1650,Grocery,42.7,0.14,36.72,USD,2024-04-03,2024-07-19,False,regular_update
PR0013795,P103957,S1650,Grocery,37.88,0.0,37.88,USD,2024-07-20,,True,regular_update
PR0013796,P103958,S1389,Books,17.97,0.0,17.97,USD,2024-02-01,2024-05-20,False,promotion
PR0013797,P103958,S1389,Books,15.61,0.0,15.61,USD,2024-05-21,2024-09-02,False,inventory_clearance
PR0013798,P103958,S1389,Books,16.85,0.0,16.85,USD,2024-09-03,2024-12-02,False,regular_update
PR0013799,P103958,S1389,Books,14.69,0.0,14.69,USD,2024-12-03,,True,promotion
PR0013800,P103959,S1379,Books,26.8,0.0,26.8,USD,2024-02-26,2024-05-16,False,regular_update
PR0013801,P103959,S1379,Books,30.83,0.0,30.83,USD,2024-05-17,2024-09-13,False,inventory_clearance
PR0013802,P103959,S1379,Books,30.1,0.0,30.1,USD,2024-09-14,2024-11-30,False,seasonal_sale
PR0013803,P103959,S1379,Books,31.76,0.0,31.76,USD,2024-12-01,,True,seasonal_sale
PR0013804,P103960,S1358,Grocery,30.39,0.0,30.39,USD,2024-01-29,2024-06-04,False,competitor_price_match
PR0013805,P103960,S1358,Grocery,26.44,0.0,26.44,USD,2024-06-05,2024-07-10,False,inventory_clearance
PR0013806,P103960,S1358,Grocery,22.85,0.0,22.85,USD,2024-07-11,,True,promotion
PR0013807,P103961,S1423,Fashion,19.29,0.31,13.31,USD,2024-01-07,2024-03-24,False,competitor_price_match
PR0013808,P103961,S1423,Fashion,21.06,0.08,19.38,USD,2024-03-25,2024-06-03,False,seasonal_sale
PR0013809,P103961,S1423,Fashion,23.4,0.0,23.4,USD,2024-06-04,2024-10-01,False,regular_update
PR0013810,P103961,S1423,Fashion,26.29,0.0,26.29,USD,2024-10-02,2024-12-05,False,seasonal_sale
PR0013811,P103961,S1423,Fashion,26.8,0.0,26.8,USD,2024-12-06,,True,inventory_clearance
PR0013812,P103962,S1873,Toys,20.45,0.0,20.45,USD,2024-01-22,2024-04-10,False,seasonal_sale
PR0013813,P103962,S1873,Toys,18.57,0.0,18.57,USD,2024-04-11,,True,promotion
PR0013814,P103963,S1860,Sports,12.35,0.23,9.51,USD,2024-01-19,2024-05-06,False,regular_update
PR0013815,P103963,S1860,Sports,14.12,0.27,10.31,USD,2024-05-07,2024-09-04,False,inventory_clearance
PR0013816,P103963,S1860,Sports,13.97,0.29,9.92,USD,2024-09-05,2025-01-08,False,inventory_clearance
PR0013817,P103963,S1860,Sports,11.72,0.24,8.91,USD,2025-01-09,2025-05-04,False,promotion
PR0013818,P103963,S1860,Sports,9.94,0.0,9.94,USD,2025-05-05,,True,seasonal_sale
PR0013819,P103964,S1288,Books,50.92,0.0,50.92,USD,2024-01-29,2024-04-13,False,inventory_clearance
PR0013820,P103964,S1288,Books,50.57,0.0,50.57,USD,2024-04-14,2024-06-24,False,inventory_clearance
PR0013821,P103964,S1288,Books,44.95,0.0,44.95,USD,2024-06-25,,True,seasonal_sale
PR0013822,P103965,S1771,Toys,21.55,0.0,21.55,USD,2024-01-13,2024-04-10,False,inventory_clearance
PR0013823,P103965,S1771,Toys,19.36,0.15,16.46,USD,2024-04-11,2024-08-02,False,promotion
PR0013824,P103965,S1771,Toys,22.49,0.0,22.49,USD,2024-08-03,,True,competitor_price_match
PR0013825,P103966,S1263,Sports,42.22,0.0,42.22,USD,2024-01-22,2024-04-21,False,inventory_clearance
PR0013826,P103966,S1263,Sports,48.54,0.0,48.54,USD,2024-04-22,2024-08-10,False,promotion
PR0013827,P103966,S1263,Sports,47.07,0.0,47.07,USD,2024-08-11,2024-09-22,False,promotion
PR0013828,P103966,S1263,Sports,43.02,0.0,43.02,USD,2024-09-23,2024-11-29,False,inventory_clearance
PR0013829,P103966,S1263,Sports,37.59,0.0,37.59,USD,2024-11-30,,True,competitor_price_match
PR0013830,P103967,S1583,Sports,24.44,0.09,22.24,USD,2024-02-11,2024-03-31,False,inventory_clearance
PR0013831,P103967,S1583,Sports,20.26,0.0,20.26,USD,2024-04-01,2024-08-02,False,regular_update
PR0013832,P103967,S1583,Sports,16.88,0.0,16.88,USD,2024-08-03,,True,seasonal_sale
PR0013833,P103968,S1878,Beauty,53.51,0.0,53.51,USD,2024-01-02,2024-02-16,False,competitor_price_match
PR0013834,P103968,S1878,Beauty,52.23,0.0,52.23,USD,2024-02-17,2024-03-28,False,promotion
PR0013835,P103968,S1878,Beauty,53.43,0.0,53.43,USD,2024-03-29,,True,seasonal_sale
PR0013836,P103969,S1231,Sports,13.16,0.0,13.16,USD,2024-02-07,2024-05-10,False,inventory_clearance
PR0013837,P103969,S1231,Sports,14.54,0.0,14.54,USD,2024-05-11,,True,inventory_clearance
PR0013838,P103970,S1538,Sports,42.78,0.0,42.78,USD,2024-01-07,2024-03-03,False,regular_update
PR0013839,P103970,S1538,Sports,46.23,0.0,46.23,USD,2024-03-04,2024-05-24,False,regular_update
PR0013840,P103970,S1538,Sports,42.46,0.0,42.46,USD,2024-05-25,2024-09-29,False,seasonal_sale
PR0013841,P103970,S1538,Sports,36.44,0.0,36.44,USD,2024-09-30,,True,competitor_price_match
PR0013842,P103971,S1607,Fashion,31.03,0.0,31.03,USD,2024-02-13,2024-05-05,False,regular_update
PR0013843,P103971,S1607,Fashion,36.13,0.32,24.57,USD,2024-05-06,2024-08-22,False,regular_update
PR0013844,P103971,S1607,Fashion,31.04,0.0,31.04,USD,2024-08-23,,True,seasonal_sale
PR0013845,P103972,S1488,Toys,32.82,0.08,30.19,USD,2024-02-19,2024-06-21,False,seasonal_sale
PR0013846,P103972,S1488,Toys,36.07,0.11,32.1,USD,2024-06-22,2024-08-07,False,competitor_price_match
PR0013847,P103972,S1488,Toys,35.26,0.0,35.26,USD,2024-08-08,2024-11-18,False,competitor_price_match
PR0013848,P103972,S1488,Toys,39.21,0.0,39.21,USD,2024-11-19,,True,seasonal_sale
PR0013849,P103973,S1106,Sports,12.88,0.0,12.88,USD,2024-02-04,2024-06-10,False,competitor_price_match
PR0013850,P103973,S1106,Sports,13.99,0.0,13.99,USD,2024-06-11,2024-10-06,False,regular_update
PR0013851,P103973,S1106,Sports,12.81,0.0,12.81,USD,2024-10-07,2025-01-20,False,promotion
PR0013852,P103973,S1106,Sports,12.17,0.25,9.13,USD,2025-01-21,,True,regular_update
PR0013853,P103974,S1177,Grocery,28.08,0.0,28.08,USD,2024-01-17,2024-05-16,False,seasonal_sale
PR0013854,P103974,S1177,Grocery,28.22,0.0,28.22,USD,2024-05-17,2024-08-23,False,inventory_clearance
PR0013855,P103974,S1177,Grocery,25.99,0.0,25.99,USD,2024-08-24,2024-10-16,False,regular_update
PR0013856,P103974,S1177,Grocery,28.23,0.0,28.23,USD,2024-10-17,,True,competitor_price_match
PR0013857,P103975,S1308,Grocery,69.89,0.0,69.89,USD,2024-01-31,2024-03-28,False,seasonal_sale
PR0013858,P103975,S1308,Grocery,59.7,0.0,59.7,USD,2024-03-29,2024-07-29,False,promotion
PR0013859,P103975,S1308,Grocery,50.95,0.0,50.95,USD,2024-07-30,,True,seasonal_sale
PR0013860,P103976,S1726,Books,42.99,0.0,42.99,USD,2024-02-07,2024-04-15,False,seasonal_sale
PR0013861,P103976,S1726,Books,48.26,0.0,48.26,USD,2024-04-16,2024-06-22,False,competitor_price_match
PR0013862,P103976,S1726,Books,45.27,0.0,45.27,USD,2024-06-23,2024-10-04,False,regular_update
PR0013863,P103976,S1726,Books,37.57,0.0,37.57,USD,2024-10-05,,True,inventory_clearance
PR0013864,P103977,S1135,Books,16.91,0.15,14.37,USD,2024-01-09,2024-05-09,False,seasonal_sale
PR0013865,P103977,S1135,Books,15.87,0.24,12.06,USD,2024-05-10,,True,inventory_clearance
PR0013866,P103978,S1309,Electronics,12.87,0.0,12.87,USD,2024-02-10,2024-04-03,False,regular_update
PR0013867,P103978,S1309,Electronics,14.2,0.16,11.93,USD,2024-04-04,,True,regular_update
PR0013868,P103979,S1151,Toys,118.66,0.0,118.66,USD,2024-01-30,2024-03-07,False,promotion
PR0013869,P103979,S1151,Toys,131.36,0.0,131.36,USD,2024-03-08,2024-04-20,False,regular_update
PR0013870,P103979,S1151,Toys,151.69,0.0,151.69,USD,2024-04-21,,True,regular_update
PR0013871,P103980,S1144,Beauty,10.46,0.0,10.46,USD,2024-02-21,2024-04-28,False,promotion
PR0013872,P103980,S1144,Beauty,11.6,0.0,11.6,USD,2024-04-29,2024-07-03,False,inventory_clearance
PR0013873,P103980,S1144,Beauty,10.7,0.0,10.7,USD,2024-07-04,2024-08-23,False,regular_update
PR0013874,P103980,S1144,Beauty,10.81,0.27,7.89,USD,2024-08-24,2024-11-06,False,inventory_clearance
PR0013875,P103980,S1144,Beauty,11.5,0.34,7.59,USD,2024-11-07,,True,regular_update
PR0013876,P103981,S1751,Home & Kitchen,42.91,0.34,28.32,USD,2024-01-15,2024-04-16,False,inventory_clearance
PR0013877,P103981,S1751,Home & Kitchen,49.3,0.0,49.3,USD,2024-04-17,2024-06-21,False,seasonal_sale
PR0013878,P103981,S1751,Home & Kitchen,43.49,0.0,43.49,USD,2024-06-22,2024-08-31,False,regular_update
PR0013879,P103981,S1751,Home & Kitchen,41.8,0.06,39.29,USD,2024-09-01,,True,competitor_price_match
PR0013880,P103982,S1723,Books,22.92,0.0,22.92,USD,2024-02-16,2024-04-06,False,seasonal_sale
PR0013881,P103982,S1723,Books,21.53,0.0,21.53,USD,2024-04-07,2024-07-12,False,seasonal_sale
PR0013882,P103982,S1723,Books,19.07,0.0,19.07,USD,2024-07-13,,True,competitor_price_match
PR0013883,P103983,S1345,Toys,66.95,0.0,66.95,USD,2024-02-06,2024-04-17,False,inventory_clearance
PR0013884,P103983,S1345,Toys,67.26,0.0,67.26,USD,2024-04-18,2024-06-29,False,competitor_price_match
PR0013885,P103983,S1345,Toys,61.83,0.0,61.83,USD,2024-06-30,2024-09-13,False,competitor_price_match
PR0013886,P103983,S1345,Toys,56.29,0.0,56.29,USD,2024-09-14,2024-10-30,False,competitor_price_match
PR0013887,P103983,S1345,Toys,59.35,0.0,59.35,USD,2024-10-31,,True,regular_update
PR0013888,P103984,S1587,Electronics,14.11,0.0,14.11,USD,2024-02-26,2024-05-05,False,inventory_clearance
PR0013889,P103984,S1587,Electronics,13.81,0.0,13.81,USD,2024-05-06,2024-06-27,False,inventory_clearance
PR0013890,P103984,S1587,Electronics,13.39,0.0,13.39,USD,2024-06-28,,True,inventory_clearance
PR0013891,P103985,S1369,Beauty,52.88,0.0,52.88,USD,2024-01-22,2024-03-16,False,inventory_clearance
PR0013892,P103985,S1369,Beauty,48.59,0.0,48.59,USD,2024-03-17,2024-07-09,False,competitor_price_match
PR0013893,P103985,S1369,Beauty,53.84,0.0,53.84,USD,2024-07-10,2024-11-05,False,regular_update
PR0013894,P103985,S1369,Beauty,58.42,0.0,58.42,USD,2024-11-06,2024-12-26,False,promotion
PR0013895,P103985,S1369,Beauty,48.1,0.0,48.1,USD,2024-12-27,,True,seasonal_sale
PR0013896,P103986,S1335,Sports,14.55,0.0,14.55,USD,2024-02-28,2024-06-19,False,promotion
PR0013897,P103986,S1335,Sports,16.95,0.13,14.75,USD,2024-06-20,2024-08-30,False,regular_update
PR0013898,P103986,S1335,Sports,17.89,0.05,17.0,USD,2024-08-31,,True,inventory_clearance
PR0013899,P103987,S1228,Toys,9.25,0.0,9.25,USD,2024-02-14,2024-04-22,False,promotion
PR0013900,P103987,S1228,Toys,9.7,0.0,9.7,USD,2024-04-23,,True,regular_update
PR0013901,P103988,S1187,Books,16.16,0.0,16.16,USD,2024-01-22,2024-05-07,False,competitor_price_match
PR0013902,P103988,S1187,Books,17.65,0.0,17.65,USD,2024-05-08,2024-08-14,False,regular_update
PR0013903,P103988,S1187,Books,15.55,0.0,15.55,USD,2024-08-15,,True,inventory_clearance
PR0013904,P103989,S1138,Toys,43.36,0.23,33.39,USD,2024-02-27,2024-05-02,False,regular_update
PR0013905,P103989,S1138,Toys,46.44,0.0,46.44,USD,2024-05-03,2024-09-07,False,inventory_clearance
PR0013906,P103989,S1138,Toys,53.28,0.0,53.28,USD,2024-09-08,2024-10-19,False,competitor_price_match
PR0013907,P103989,S1138,Toys,54.09,0.0,54.09,USD,2024-10-20,,True,inventory_clearance
PR0013908,P103990,S1299,Beauty,16.91,0.07,15.73,USD,2024-02-13,2024-04-13,False,promotion
PR0013909,P103990,S1299,Beauty,14.18,0.0,14.18,USD,2024-04-14,2024-05-19,False,inventory_clearance
PR0013910,P103990,S1299,Beauty,13.63,0.17,11.31,USD,2024-05-20,2024-09-05,False,seasonal_sale
PR0013911,P103990,S1299,Beauty,11.2,0.0,11.2,USD,2024-09-06,2024-10-28,False,regular_update
PR0013912,P103990,S1299,Beauty,13.16,0.0,13.16,USD,2024-10-29,,True,competitor_price_match
PR0013913,P103991,S1110,Sports,8.15,0.24,6.19,USD,2024-02-08,2024-04-24,False,seasonal_sale
PR0013914,P103991,S1110,Sports,9.47,0.0,9.47,USD,2024-04-25,2024-07-08,False,promotion
PR0013915,P103991,S1110,Sports,8.36,0.15,7.11,USD,2024-07-09,2024-10-17,False,regular_update
PR0013916,P103991,S1110,Sports,7.65,0.0,7.65,USD,2024-10-18,,True,inventory_clearance
PR0013917,P103992,S1731,Sports,5.01,0.0,5.01,USD,2024-02-02,2024-06-07,False,seasonal_sale
PR0013918,P103992,S1731,Sports,5.15,0.0,5.15,USD,2024-06-08,2024-09-18,False,promotion
PR0013919,P103992,S1731,Sports,5.72,0.0,5.72,USD,2024-09-19,2025-01-03,False,inventory_clearance
PR0013920,P103992,S1731,Sports,4.72,0.0,4.72,USD,2025-01-04,2025-02-24,False,competitor_price_match
PR0013921,P103992,S1731,Sports,4.89,0.0,4.89,USD,2025-02-25,,True,promotion
PR0013922,P103993,S1690,Toys,20.94,0.0,20.94,USD,2024-02-04,2024-05-09,False,promotion
PR0013923,P103993,S1690,Toys,24.55,0.0,24.55,USD,2024-05-10,2024-07-28,False,promotion
PR0013924,P103993,S1690,Toys,20.48,0.27,14.95,USD,2024-07-29,,True,regular_update
PR0013925,P103994,S1321,Electronics,25.18,0.0,25.18,USD,2024-02-24,2024-04-24,False,competitor_price_match
PR0013926,P103994,S1321,Electronics,26.22,0.0,26.22,USD,2024-04-25,2024-07-19,False,seasonal_sale
PR0013927,P103994,S1321,Electronics,21.73,0.29,15.43,USD,2024-07-20,2024-09-11,False,promotion
PR0013928,P103994,S1321,Electronics,19.97,0.0,19.97,USD,2024-09-12,,True,competitor_price_match
PR0013929,P103995,S1156,Sports,34.57,0.0,34.57,USD,2024-02-29,2024-05-07,False,promotion
PR0013930,P103995,S1156,Sports,32.67,0.0,32.67,USD,2024-05-08,2024-06-29,False,inventory_clearance
PR0013931,P103995,S1156,Sports,33.67,0.07,31.31,USD,2024-06-30,2024-09-23,False,seasonal_sale
PR0013932,P103995,S1156,Sports,28.51,0.0,28.51,USD,2024-09-24,2024-12-31,False,seasonal_sale
PR0013933,P103995,S1156,Sports,28.58,0.0,28.58,USD,2025-01-01,,True,inventory_clearance
PR0013934,P103996,S1476,Grocery,30.59,0.0,30.59,USD,2024-01-06,2024-04-05,False,promotion
PR0013935,P103996,S1476,Grocery,28.71,0.0,28.71,USD,2024-04-06,2024-06-18,False,competitor_price_match
PR0013936,P103996,S1476,Grocery,24.3,0.05,23.09,USD,2024-06-19,,True,promotion
PR0013937,P103997,S1861,Beauty,5.45,0.0,5.45,USD,2024-01-11,2024-05-01,False,promotion
PR0013938,P103997,S1861,Beauty,6.01,0.0,6.01,USD,2024-05-02,,True,inventory_clearance
PR0013939,P103998,S1812,Electronics,24.2,0.0,24.2,USD,2024-02-15,2024-06-09,False,regular_update
PR0013940,P103998,S1812,Electronics,21.43,0.12,18.86,USD,2024-06-10,2024-08-26,False,competitor_price_match
PR0013941,P103998,S1812,Electronics,18.9,0.27,13.8,USD,2024-08-27,2024-10-18,False,competitor_price_match
PR0013942,P103998,S1812,Electronics,20.45,0.0,20.45,USD,2024-10-19,,True,seasonal_sale
PR0013943,P103999,S1624,Electronics,89.05,0.0,89.05,USD,2024-02-04,2024-04-02,False,competitor_price_match
PR0013944,P103999,S1624,Electronics,97.37,0.0,97.37,USD,2024-04-03,2024-07-14,False,promotion
PR0013945,P103999,S1624,Electronics,87.11,0.11,77.53,USD,2024-07-15,2024-09-12,False,promotion
PR0013946,P103999,S1624,Electronics,75.29,0.17,62.49,USD,2024-09-13,2024-11-03,False,inventory_clearance
PR0013947,P103999,S1624,Electronics,76.33,0.24,58.01,USD,2024-11-04,,True,inventory_clearance
PR0013948,P104000,S1459,Toys,8.54,0.0,8.54,USD,2024-02-12,2024-04-18,False,competitor_price_match
PR0013949,P104000,S1459,Toys,7.67,0.0,7.67,USD,2024-04-19,2024-07-24,False,competitor_price_match
PR0013950,P104000,S1459,Toys,6.4,0.0,6.4,USD,2024-07-25,2024-11-21,False,seasonal_sale
PR0013951,P104000,S1459,Toys,7.26,0.0,7.26,USD,2024-11-22,,True,competitor_price_match
PR0013952,P104001,S1532,Fashion,13.25,0.0,13.25,USD,2024-01-19,2024-03-21,False,competitor_price_match
PR0013953,P104001,S1532,Fashion,14.09,0.0,14.09,USD,2024-03-22,2024-05-25,False,promotion
PR0013954,P104001,S1532,Fashion,12.75,0.0,12.75,USD,2024-05-26,2024-07-19,False,inventory_clearance
PR0013955,P104001,S1532,Fashion,10.51,0.0,10.51,USD,2024-07-20,,True,promotion
PR0013956,P104002,S1137,Beauty,11.74,0.0,11.74,USD,2024-01-19,2024-03-10,False,competitor_price_match
PR0013957,P104002,S1137,Beauty,13.34,0.0,13.34,USD,2024-03-11,,True,regular_update
PR0013958,P104003,S1209,Toys,9.12,0.0,9.12,USD,2024-01-03,2024-03-02,False,seasonal_sale
PR0013959,P104003,S1209,Toys,7.62,0.25,5.71,USD,2024-03-03,,True,competitor_price_match
PR0013960,P104004,S1259,Beauty,10.48,0.0,10.48,USD,2024-01-27,2024-05-31,False,competitor_price_match
PR0013961,P104004,S1259,Beauty,10.05,0.0,10.05,USD,2024-06-01,,True,regular_update
PR0013962,P104005,S1708,Grocery,32.49,0.0,32.49,USD,2024-02-04,2024-06-03,False,promotion
PR0013963,P104005,S1708,Grocery,32.06,0.0,32.06,USD,2024-06-04,,True,inventory_clearance
PR0013964,P104006,S1448,Toys,20.6,0.0,20.6,USD,2024-01-02,2024-03-03,False,regular_update
PR0013965,P104006,S1448,Toys,24.0,0.0,24.0,USD,2024-03-04,2024-04-10,False,seasonal_sale
PR0013966,P104006,S1448,Toys,23.93,0.22,18.67,USD,2024-04-11,2024-06-22,False,competitor_price_match
PR0013967,P104006,S1448,Toys,23.96,0.2,19.17,USD,2024-06-23,,True,competitor_price_match
PR0013968,P104007,S1355,Fashion,15.43,0.0,15.43,USD,2024-01-29,2024-05-22,False,promotion
PR0013969,P104007,S1355,Fashion,16.38,0.0,16.38,USD,2024-05-23,2024-08-15,False,promotion
PR0013970,P104007,S1355,Fashion,13.89,0.0,13.89,USD,2024-08-16,2024-10-08,False,inventory_clearance
PR0013971,P104007,S1355,Fashion,14.56,0.0,14.56,USD,2024-10-09,,True,seasonal_sale
PR0013972,P104008,S1657,Beauty,19.82,0.15,16.85,USD,2024-01-18,2024-03-06,False,inventory_clearance
PR0013973,P104008,S1657,Beauty,22.63,0.0,22.63,USD,2024-03-07,2024-04-27,False,promotion
PR0013974,P104008,S1657,Beauty,19.7,0.0,19.7,USD,2024-04-28,2024-07-01,False,regular_update
PR0013975,P104008,S1657,Beauty,22.08,0.25,16.56,USD,2024-07-02,,True,promotion
PR0013976,P104009,S1236,Beauty,29.56,0.15,25.13,USD,2024-02-26,2024-05-24,False,promotion
PR0013977,P104009,S1236,Beauty,30.37,0.0,30.37,USD,2024-05-25,2024-09-12,False,promotion
PR0013978,P104009,S1236,Beauty,28.12,0.0,28.12,USD,2024-09-13,,True,regular_update
PR0013979,P104010,S1029,Sports,14.55,0.0,14.55,USD,2024-01-25,2024-05-16,False,promotion
PR0013980,P104010,S1029,Sports,16.85,0.0,16.85,USD,2024-05-17,,True,promotion
PR0013981,P104011,S1553,Sports,13.2,0.0,13.2,USD,2024-02-09,2024-05-30,False,seasonal_sale
PR0013982,P104011,S1553,Sports,14.7,0.0,14.7,USD,2024-05-31,,True,regular_update
PR0013983,P104012,S1816,Grocery,30.19,0.24,22.94,USD,2024-02-15,2024-03-26,False,promotion
PR0013984,P104012,S1816,Grocery,32.98,0.0,32.98,USD,2024-03-27,2024-05-08,False,promotion
PR0013985,P104012,S1816,Grocery,29.55,0.28,21.28,USD,2024-05-09,,True,promotion
PR0013986,P104013,S1167,Home & Kitchen,34.41,0.3,24.09,USD,2024-01-07,2024-05-08,False,inventory_clearance
PR0013987,P104013,S1167,Home & Kitchen,30.94,0.0,30.94,USD,2024-05-09,2024-06-24,False,inventory_clearance
PR0013988,P104013,S1167,Home & Kitchen,30.54,0.17,25.35,USD,2024-06-25,,True,inventory_clearance
PR0013989,P104014,S1449,Sports,27.14,0.0,27.14,USD,2024-01-25,2024-03-13,False,inventory_clearance
PR0013990,P104014,S1449,Sports,31.9,0.0,31.9,USD,2024-03-14,2024-05-05,False,seasonal_sale
PR0013991,P104014,S1449,Sports,30.76,0.0,30.76,USD,2024-05-06,,True,regular_update
PR0013992,P104015,S1794,Sports,6.24,0.0,6.24,USD,2024-01-03,2024-04-07,False,promotion
PR0013993,P104015,S1794,Sports,5.68,0.0,5.68,USD,2024-04-08,2024-06-03,False,seasonal_sale
PR0013994,P104015,S1794,Sports,5.16,0.0,5.16,USD,2024-06-04,2024-09-23,False,regular_update
PR0013995,P104015,S1794,Sports,5.71,0.11,5.08,USD,2024-09-24,2025-01-04,False,regular_update
PR0013996,P104015,S1794,Sports,5.24,0.0,5.24,USD,2025-01-05,,True,competitor_price_match
PR0013997,P104016,S1423,Grocery,13.48,0.0,13.48,USD,2024-02-01,2024-04-28,False,promotion
PR0013998,P104016,S1423,Grocery,11.69,0.34,7.72,USD,2024-04-29,2024-07-03,False,regular_update
PR0013999,P104016,S1423,Grocery,13.4,0.0,13.4,USD,2024-07-04,,True,seasonal_sale
PR0014000,P104017,S1368,Fashion,27.34,0.25,20.5,USD,2024-01-14,2024-05-12,False,regular_update
PR0014001,P104017,S1368,Fashion,26.95,0.0,26.95,USD,2024-05-13,,True,regular_update
PR0014002,P104018,S1807,Beauty,16.5,0.0,16.5,USD,2024-02-20,2024-04-25,False,inventory_clearance
PR0014003,P104018,S1807,Beauty,17.28,0.0,17.28,USD,2024-04-26,2024-08-30,False,competitor_price_match
PR0014004,P104018,S1807,Beauty,14.19,0.0,14.19,USD,2024-08-31,2024-12-23,False,regular_update
PR0014005,P104018,S1807,Beauty,14.75,0.0,14.75,USD,2024-12-24,,True,regular_update
PR0014006,P104019,S1184,Fashion,258.52,0.0,258.52,USD,2024-01-23,2024-05-07,False,seasonal_sale
