product_id,product_name,category,subcategory,brand,seller_id,launch_date,base_price,warehouse_id,is_active,weight_kg,product_rating_initial
P101501,Zenith Fragrance Item 01501,Beauty,Fragrance,HomePro,S1665,2023-12-08,18.73,WH-EU-04,True,2.37,3.72
P101502,UrbanWear Puzzles Item 01502,Toys,Puzzles,NovaTech,S1308,2023-04-20,101.39,WH-AP-03,True,5.83,4.29
P101503,BookNest Bags Item 01503,Fashion,Bags,Astra,S1119,2023-04-21,27.05,WH-EU-02,True,1.35,2.92
P101504,Toyverse Bags Item 01504,Fashion,Bags,Toyverse,S1020,2024-12-29,56.89,WH-AP-03,True,4.47,3.33
P101505,PureGlow Makeup Item 01505,Beauty,Makeup,EcoLine,S1849,2023-04-30,14.02,WH-AP-01,True,2.42,2.87
P101506,Astra Cameras Item 01506,Electronics,Cameras,NovaTech,S1645,2024-06-09,22.87,WH-AP-02,True,5.38,2.69
P101507,CloudNine Action Figures Item 01507,Toys,Action Figures,EcoLine,S1610,2024-07-21,43.83,WH-LA-02,True,3.25,2.7
P101508,Toyverse Fitness Item 01508,Sports,Fitness,BookNest,S1497,2023-12-15,6.32,WH-LA-01,True,3.44,4.6
P101509,CloudNine Beverages Item 01509,Grocery,Beverages,Astra,S1540,2024-02-17,34.35,WH-NA-01,True,1.86,3.78
P101510,FitPeak Puzzles Item 01510,Toys,Puzzles,FreshMart,S1065,2023-06-23,61.04,WH-ME-01,True,0.53,4.07
P101511,NovaTech Action Figures Item 01511,Toys,Action Figures,Toyverse,S1637,2023-11-22,116.93,WH-ME-04,True,2.43,3.76
P101512,Astra Organic Item 01512,Grocery,Organic,HomePro,S1294,2023-04-11,6.66,WH-EU-03,True,2.43,3.49
P101513,Toyverse Pantry Item 01513,Grocery,Pantry,UrbanWear,S1519,2024-08-02,80.83,WH-EU-04,True,6.04,3.89
P101514,CloudNine Children Item 01514,Books,Children,Zenith,S1479,2024-11-23,11.99,WH-EU-01,True,0.75,3.75
P101515,BookNest Team Sports Item 01515,Sports,Team Sports,Zenith,S1668,2023-01-05,14.08,WH-ME-04,True,1.3,4.52
P101516,EcoLine Beverages Item 01516,Grocery,Beverages,UrbanWear,S1289,2024-09-14,40.36,WH-NA-03,True,2.63,3.42
P101517,HomePro Beverages Item 01517,Grocery,Beverages,UrbanWear,S1160,2023-08-09,48.26,WH-LA-04,True,8.64,4.61
P101518,BookNest Snacks Item 01518,Grocery,Snacks,Toyverse,S1310,2024-05-18,17.58,WH-EU-04,True,3.87,3.31
P101519,Astra Tools Item 01519,Beauty,Tools,Astra,S1367,2023-09-03,8.27,WH-ME-01,True,1.94,3.0
P101520,HomePro Education Item 01520,Books,Education,FreshMart,S1032,2023-06-05,13.5,WH-NA-03,True,11.75,4.34
P101521,NovaTech Comics Item 01521,Books,Comics,EcoLine,S1232,2025-03-20,33.17,WH-NA-04,True,1.97,3.21
P101522,PureGlow Fragrance Item 01522,Beauty,Fragrance,FitPeak,S1803,2024-04-11,60.64,WH-ME-04,True,1.51,3.61
P101523,PureGlow Wearables Item 01523,Electronics,Wearables,HomePro,S1873,2024-07-04,42.32,WH-LA-01,True,2.29,3.52
P101524,Toyverse Cookware Item 01524,Home & Kitchen,Cookware,Toyverse,S1861,2023-07-29,21.37,WH-NA-04,True,1.64,4.53
P101525,EcoLine Decor Item 01525,Home & Kitchen,Decor,NovaTech,S1843,2024-05-07,27.0,WH-LA-02,True,3.94,3.09
P101526,NovaTech Wearables Item 01526,Electronics,Wearables,HomePro,S1645,2024-08-25,25.84,WH-NA-04,True,4.88,2.82
P101527,HomePro Haircare Item 01527,Beauty,Haircare,CloudNine,S1299,2024-10-24,13.65,WH-AP-03,True,0.88,3.25
P101528,HomePro Snacks Item 01528,Grocery,Snacks,Zenith,S1372,2023-05-18,53.08,WH-ME-03,True,1.99,3.99
P101529,UrbanWear Men Clothing Item 01529,Fashion,Men Clothing,Toyverse,S1425,2024-04-04,16.03,WH-NA-01,True,5.49,3.67
P101530,FitPeak Fragrance Item 01530,Beauty,Fragrance,PureGlow,S1517,2024-04-21,44.11,WH-EU-02,True,1.62,2.52
P101531,FitPeak Furniture Item 01531,Home & Kitchen,Furniture,CloudNine,S1772,2023-11-08,33.0,WH-AP-02,True,6.69,3.21
P101532,HomePro Education Item 01532,Books,Education,FreshMart,S1431,2024-01-24,20.65,WH-EU-04,True,5.51,4.25
P101533,BookNest Bags Item 01533,Fashion,Bags,BookNest,S1469,2023-12-08,11.4,WH-LA-01,True,0.96,2.5
P101534,Toyverse Fiction Item 01534,Books,Fiction,HomePro,S1788,2024-12-03,13.25,WH-NA-01,True,3.69,3.69
P101535,FitPeak Cookware Item 01535,Home & Kitchen,Cookware,FitPeak,S1411,2023-06-29,11.88,WH-EU-02,True,5.56,3.21
P101536,BookNest STEM Toys Item 01536,Toys,STEM Toys,Astra,S1676,2023-09-10,5.58,WH-EU-01,True,1.19,4.68
P101537,PureGlow Wearables Item 01537,Electronics,Wearables,BookNest,S1411,2025-01-15,9.71,WH-LA-02,True,5.87,3.62
P101538,FitPeak Cycling Item 01538,Sports,Cycling,Astra,S1846,2023-01-30,7.04,WH-ME-01,True,1.98,3.78
P101539,Toyverse Bags Item 01539,Fashion,Bags,Zenith,S1210,2024-08-06,16.35,WH-LA-02,True,0.21,3.29
P101540,Zenith Pantry Item 01540,Grocery,Pantry,BookNest,S1794,2023-09-20,89.83,WH-EU-03,True,5.35,2.76
P101541,Astra Fitness Item 01541,Sports,Fitness,FreshMart,S1342,2023-09-23,19.04,WH-AP-01,True,1.47,2.77
P101542,FreshMart Accessories Item 01542,Fashion,Accessories,PureGlow,S1218,2024-05-25,27.19,WH-NA-03,True,3.27,3.96
P101543,FitPeak Yoga Item 01543,Sports,Yoga,Zenith,S1163,2024-01-21,18.73,WH-NA-01,True,10.02,4.88
P101544,EcoLine Wearables Item 01544,Electronics,Wearables,PureGlow,S1247,2023-01-12,14.56,WH-ME-02,True,1.43,2.85
P101545,NovaTech Puzzles Item 01545,Toys,Puzzles,CloudNine,S1061,2023-03-23,27.07,WH-ME-04,True,0.84,4.3
P101546,FitPeak Yoga Item 01546,Sports,Yoga,NovaTech,S1048,2024-04-09,34.86,WH-NA-04,True,2.38,4.58
P101547,EcoLine Pantry Item 01547,Grocery,Pantry,CloudNine,S1005,2023-02-22,6.94,WH-AP-03,True,3.36,3.39
P101548,CloudNine Education Item 01548,Books,Education,EcoLine,S1579,2025-03-12,23.99,WH-LA-02,True,2.16,3.55
P101549,PureGlow Haircare Item 01549,Beauty,Haircare,PureGlow,S1682,2024-01-06,38.16,WH-LA-03,True,4.94,2.67
P101550,FreshMart Bags Item 01550,Fashion,Bags,CloudNine,S1253,2023-06-13,84.25,WH-NA-04,True,1.75,2.77
P101551,EcoLine Children Item 01551,Books,Children,UrbanWear,S1842,2023-08-03,5.0,WH-ME-04,True,5.86,4.26
P101552,HomePro Snacks Item 01552,Grocery,Snacks,CloudNine,S1435,2024-04-19,21.26,WH-AP-02,True,6.27,2.77
P101553,Astra Cookware Item 01553,Home & Kitchen,Cookware,BookNest,S1133,2023-04-04,65.82,WH-AP-04,True,3.23,3.96
P101554,NovaTech Fragrance Item 01554,Beauty,Fragrance,FitPeak,S1693,2023-09-25,29.8,WH-LA-01,True,0.56,4.73
P101555,FreshMart Puzzles Item 01555,Toys,Puzzles,FreshMart,S1797,2024-11-10,10.32,WH-AP-01,True,4.28,3.02
P101556,Toyverse Yoga Item 01556,Sports,Yoga,Zenith,S1433,2024-11-14,18.37,WH-AP-03,True,5.79,2.63
P101557,HomePro Organic Item 01557,Grocery,Organic,HomePro,S1517,2023-07-05,12.18,WH-EU-01,False,0.44,2.88
P101558,HomePro Organic Item 01558,Grocery,Organic,CloudNine,S1525,2025-04-05,11.65,WH-LA-01,True,1.87,4.48
P101559,Toyverse Storage Item 01559,Home & Kitchen,Storage,Toyverse,S1033,2023-03-15,9.79,WH-EU-02,True,4.22,2.88
P101560,EcoLine Fiction Item 01560,Books,Fiction,BookNest,S1112,2023-10-13,12.52,WH-NA-04,True,0.81,2.55
P101561,PureGlow Children Item 01561,Books,Children,Astra,S1535,2025-03-17,14.11,WH-EU-01,True,2.39,4.57
P101562,PureGlow Furniture Item 01562,Home & Kitchen,Furniture,FitPeak,S1310,2024-07-16,7.63,WH-ME-02,True,2.57,3.51
P101563,HomePro Snacks Item 01563,Grocery,Snacks,HomePro,S1802,2024-01-10,23.94,WH-LA-03,True,3.35,2.98
P101564,PureGlow STEM Toys Item 01564,Toys,STEM Toys,PureGlow,S1220,2023-10-04,27.86,WH-EU-02,True,4.5,3.91
P101565,NovaTech Snacks Item 01565,Grocery,Snacks,FreshMart,S1357,2025-02-25,23.48,WH-NA-03,True,0.93,2.76
P101566,Toyverse Headphones Item 01566,Electronics,Headphones,EcoLine,S1317,2025-04-22,18.68,WH-LA-03,True,4.56,4.01
P101567,BookNest Pantry Item 01567,Grocery,Pantry,Toyverse,S1854,2023-06-27,15.17,WH-LA-04,True,3.78,3.77
P101568,FreshMart Women Clothing Item 01568,Fashion,Women Clothing,Zenith,S1471,2023-07-13,11.17,WH-AP-03,True,2.83,3.0
P101569,CloudNine Beverages Item 01569,Grocery,Beverages,FitPeak,S1091,2025-03-01,75.28,WH-LA-04,True,2.44,4.8
P101570,UrbanWear Action Figures Item 01570,Toys,Action Figures,BookNest,S1347,2023-06-24,38.89,WH-LA-02,False,3.68,3.9
P101571,CloudNine Headphones Item 01571,Electronics,Headphones,PureGlow,S1661,2025-04-21,10.4,WH-NA-03,True,5.6,2.64
P101572,EcoLine Men Clothing Item 01572,Fashion,Men Clothing,Zenith,S1815,2023-02-13,6.96,WH-ME-02,True,4.87,4.25
P101573,NovaTech Decor Item 01573,Home & Kitchen,Decor,UrbanWear,S1633,2023-11-29,41.61,WH-LA-02,True,0.41,3.78
P101574,FreshMart Wearables Item 01574,Electronics,Wearables,UrbanWear,S1768,2025-03-05,6.52,WH-AP-04,True,2.7,3.28
P101575,Zenith Smartphones Item 01575,Electronics,Smartphones,FreshMart,S1184,2023-10-03,5.2,WH-NA-01,True,2.41,3.14
P101576,UrbanWear Outdoor Item 01576,Sports,Outdoor,CloudNine,S1859,2024-01-20,36.94,WH-LA-03,True,2.38,4.62
P101577,FreshMart Snacks Item 01577,Grocery,Snacks,EcoLine,S1328,2024-12-25,35.24,WH-AP-01,True,2.61,3.5
P101578,Astra Headphones Item 01578,Electronics,Headphones,FitPeak,S1447,2024-05-09,49.59,WH-EU-02,True,4.11,3.37
P101579,FreshMart STEM Toys Item 01579,Toys,STEM Toys,FitPeak,S1391,2023-03-27,12.27,WH-ME-01,False,0.87,4.12
P101580,NovaTech Cookware Item 01580,Home & Kitchen,Cookware,FreshMart,S1172,2024-10-01,24.53,WH-ME-02,True,2.11,3.18
P101581,PureGlow Women Clothing Item 01581,Fashion,Women Clothing,NovaTech,S1157,2023-12-22,2.99,WH-ME-02,True,1.82,4.45
P101582,Astra Board Games Item 01582,Toys,Board Games,EcoLine,S1333,2024-09-13,30.97,WH-EU-02,True,4.0,2.83
P101583,PureGlow Smartphones Item 01583,Electronics,Smartphones,BookNest,S1101,2025-02-18,5.65,WH-ME-03,True,1.68,3.57
P101584,FitPeak Bags Item 01584,Fashion,Bags,PureGlow,S1384,2024-08-14,47.37,WH-NA-04,True,0.89,4.48
P101585,UrbanWear Laptops Item 01585,Electronics,Laptops,EcoLine,S1600,2024-05-25,47.73,WH-EU-04,True,0.7,3.94
P101586,FreshMart Breakfast Item 01586,Grocery,Breakfast,BookNest,S1117,2023-07-23,62.48,WH-ME-01,True,3.71,4.31
P101587,Toyverse Cameras Item 01587,Electronics,Cameras,FreshMart,S1416,2023-04-29,27.93,WH-NA-03,False,2.05,4.4
P101588,BookNest Snacks Item 01588,Grocery,Snacks,Zenith,S1239,2023-12-21,31.5,WH-NA-01,True,1.56,4.2
P101589,EcoLine Yoga Item 01589,Sports,Yoga,Zenith,S1103,2023-11-23,44.38,WH-EU-04,True,2.83,4.04
P101590,EcoLine Shoes Item 01590,Fashion,Shoes,BookNest,S1456,2023-07-28,24.76,WH-NA-03,True,2.35,2.74
P101591,FitPeak Makeup Item 01591,Beauty,Makeup,FreshMart,S1172,2023-04-15,16.34,WH-EU-04,True,2.52,3.13
P101592,Toyverse Puzzles Item 01592,Toys,Puzzles,Astra,S1001,2023-10-28,8.08,WH-AP-03,True,2.47,4.67
P101593,Astra Outdoor Item 01593,Sports,Outdoor,Astra,S1493,2025-01-30,16.1,WH-ME-01,True,1.83,4.93
P101594,FitPeak Team Sports Item 01594,Sports,Team Sports,Zenith,S1217,2024-09-17,16.48,WH-LA-03,True,6.38,4.06
P101595,HomePro Fitness Item 01595,Sports,Fitness,CloudNine,S1546,2024-12-08,30.57,WH-LA-03,True,4.46,2.71
P101596,NovaTech Furniture Item 01596,Home & Kitchen,Furniture,BookNest,S1715,2024-10-01,9.77,WH-NA-04,False,4.38,3.41
P101597,PureGlow Accessories Item 01597,Fashion,Accessories,BookNest,S1215,2023-08-16,83.51,WH-LA-04,True,4.08,4.99
P101598,Zenith Business Item 01598,Books,Business,PureGlow,S1770,2024-10-30,33.61,WH-AP-03,True,11.66,4.15
P101599,Zenith Outdoor Item 01599,Sports,Outdoor,FitPeak,S1349,2023-02-25,6.73,WH-EU-03,True,4.19,2.63
P101600,FitPeak Breakfast Item 01600,Grocery,Breakfast,Astra,S1708,2023-09-26,77.82,WH-EU-01,True,4.45,4.65
P101601,Toyverse Wearables Item 01601,Electronics,Wearables,Astra,S1009,2024-11-28,12.38,WH-EU-02,True,3.68,4.54
P101602,CloudNine Puzzles Item 01602,Toys,Puzzles,CloudNine,S1500,2024-10-01,50.27,WH-AP-01,True,2.62,4.6
P101603,FreshMart Cookware Item 01603,Home & Kitchen,Cookware,Astra,S1852,2024-08-13,48.78,WH-AP-03,True,2.73,2.89
P101604,BookNest Furniture Item 01604,Home & Kitchen,Furniture,EcoLine,S1366,2024-05-19,13.53,WH-AP-01,True,0.7,2.94
P101605,NovaTech Men Clothing Item 01605,Fashion,Men Clothing,Toyverse,S1379,2024-06-13,19.3,WH-EU-03,True,0.81,3.74
P101606,UrbanWear Snacks Item 01606,Grocery,Snacks,CloudNine,S1020,2025-01-01,30.63,WH-ME-01,True,3.42,3.91
P101607,NovaTech Education Item 01607,Books,Education,EcoLine,S1640,2024-09-30,89.33,WH-ME-02,False,4.14,3.2
P101608,Toyverse Makeup Item 01608,Beauty,Makeup,FitPeak,S1037,2023-03-04,12.17,WH-ME-01,True,1.46,4.5
P101609,UrbanWear Breakfast Item 01609,Grocery,Breakfast,Astra,S1200,2024-04-10,15.63,WH-AP-01,True,3.11,4.58
P101610,EcoLine Furniture Item 01610,Home & Kitchen,Furniture,FreshMart,S1505,2023-03-18,16.39,WH-EU-02,True,1.28,4.82
P101611,Zenith Tools Item 01611,Beauty,Tools,Zenith,S1617,2023-02-01,3.75,WH-LA-03,True,3.96,4.02
P101612,EcoLine Men Clothing Item 01612,Fashion,Men Clothing,HomePro,S1763,2023-09-06,20.03,WH-NA-03,True,4.24,3.86
P101613,EcoLine Shoes Item 01613,Fashion,Shoes,UrbanWear,S1535,2023-04-23,20.45,WH-ME-01,True,3.97,3.61
P101614,CloudNine Skincare Item 01614,Beauty,Skincare,Zenith,S1545,2024-09-14,138.86,WH-LA-04,True,1.36,4.95
P101615,Toyverse Yoga Item 01615,Sports,Yoga,Astra,S1437,2024-12-22,53.79,WH-NA-02,True,1.44,4.19
P101616,BookNest Comics Item 01616,Books,Comics,PureGlow,S1124,2023-02-08,19.2,WH-LA-01,True,0.99,4.59
P101617,FitPeak Organic Item 01617,Grocery,Organic,FreshMart,S1777,2023-09-26,38.69,WH-NA-02,True,1.23,3.78
P101618,PureGlow Skincare Item 01618,Beauty,Skincare,BookNest,S1545,2024-01-21,10.1,WH-AP-03,True,2.61,4.49
P101619,BookNest Fiction Item 01619,Books,Fiction,UrbanWear,S1342,2024-01-11,44.03,WH-NA-03,True,4.56,3.09
P101620,CloudNine Laptops Item 01620,Electronics,Laptops,BookNest,S1076,2024-05-07,45.05,WH-EU-04,True,3.67,3.41
P101621,FitPeak Makeup Item 01621,Beauty,Makeup,PureGlow,S1064,2024-09-20,33.11,WH-NA-04,True,3.12,2.67
P101622,BookNest Headphones Item 01622,Electronics,Headphones,Astra,S1606,2023-02-28,17.31,WH-ME-03,False,2.33,3.71
P101623,NovaTech Outdoor Item 01623,Sports,Outdoor,Toyverse,S1244,2025-01-26,14.64,WH-ME-03,True,1.09,4.16
P101624,FreshMart Cameras Item 01624,Electronics,Cameras,UrbanWear,S1074,2024-11-24,30.47,WH-LA-04,True,2.84,3.23
P101625,Zenith Snacks Item 01625,Grocery,Snacks,Toyverse,S1592,2023-09-13,54.32,WH-NA-04,True,2.81,3.71
P101626,Astra Cookware Item 01626,Home & Kitchen,Cookware,BookNest,S1320,2025-02-23,13.77,WH-NA-03,True,0.7,3.33
P101627,Toyverse Men Clothing Item 01627,Fashion,Men Clothing,Astra,S1308,2023-02-06,17.04,WH-LA-04,True,3.38,2.63
P101628,NovaTech STEM Toys Item 01628,Toys,STEM Toys,Zenith,S1057,2024-07-22,21.58,WH-LA-02,True,3.14,3.76
P101629,BookNest Cameras Item 01629,Electronics,Cameras,BookNest,S1098,2024-01-30,27.73,WH-LA-04,True,7.38,4.37
P101630,EcoLine Board Games Item 01630,Toys,Board Games,Zenith,S1638,2023-10-17,27.23,WH-NA-01,True,4.02,3.2
P101631,Toyverse Organic Item 01631,Grocery,Organic,BookNest,S1635,2025-01-22,8.95,WH-LA-04,False,3.26,4.84
P101632,Zenith Furniture Item 01632,Home & Kitchen,Furniture,Zenith,S1801,2025-01-18,54.27,WH-NA-01,True,1.32,2.85
P101633,FitPeak Breakfast Item 01633,Grocery,Breakfast,EcoLine,S1197,2023-11-24,31.04,WH-NA-04,True,0.59,3.42
P101634,EcoLine Cookware Item 01634,Home & Kitchen,Cookware,CloudNine,S1069,2024-09-24,25.55,WH-LA-03,True,2.17,4.76
P101635,HomePro Tools Item 01635,Beauty,Tools,Zenith,S1521,2023-10-17,41.17,WH-ME-01,True,0.11,4.55
P101636,Toyverse Comics Item 01636,Books,Comics,CloudNine,S1635,2024-10-19,25.97,WH-AP-03,True,4.54,3.07
P101637,HomePro Women Clothing Item 01637,Fashion,Women Clothing,Astra,S1061,2024-12-26,33.4,WH-EU-01,True,1.08,4.75
P101638,BookNest Yoga Item 01638,Sports,Yoga,FreshMart,S1667,2025-01-12,13.07,WH-ME-04,True,1.85,2.64
P101639,FreshMart Yoga Item 01639,Sports,Yoga,HomePro,S1150,2024-02-13,25.66,WH-AP-04,True,3.18,4.42
P101640,FitPeak Yoga Item 01640,Sports,Yoga,PureGlow,S1377,2023-03-22,19.95,WH-NA-01,True,2.41,3.07
P101641,UrbanWear Men Clothing Item 01641,Fashion,Men Clothing,FreshMart,S1838,2023-05-04,16.13,WH-LA-02,True,1.71,4.91
P101642,FitPeak Headphones Item 01642,Electronics,Headphones,UrbanWear,S1205,2024-05-11,7.54,WH-EU-03,True,1.56,4.93
P101643,UrbanWear Furniture Item 01643,Home & Kitchen,Furniture,Zenith,S1487,2023-11-09,28.15,WH-AP-03,True,2.59,3.35
P101644,EcoLine Children Item 01644,Books,Children,FitPeak,S1630,2025-03-12,107.22,WH-ME-02,True,3.52,2.59
P101645,HomePro Dolls Item 01645,Toys,Dolls,NovaTech,S1465,2023-03-19,23.23,WH-NA-02,True,8.23,4.37
P101646,Astra Beverages Item 01646,Grocery,Beverages,Zenith,S1228,2023-12-29,55.14,WH-EU-04,True,6.23,3.73
P101647,UrbanWear Breakfast Item 01647,Grocery,Breakfast,UrbanWear,S1492,2023-01-28,31.15,WH-ME-03,True,5.28,2.77
P101648,BookNest Board Games Item 01648,Toys,Board Games,HomePro,S1845,2023-09-17,11.35,WH-NA-01,True,2.2,4.2
P101649,NovaTech Fiction Item 01649,Books,Fiction,FitPeak,S1030,2025-04-24,21.41,WH-LA-02,True,1.79,3.49
P101650,PureGlow Storage Item 01650,Home & Kitchen,Storage,Toyverse,S1199,2024-11-20,63.97,WH-LA-03,True,3.78,3.48
P101651,Astra Fiction Item 01651,Books,Fiction,UrbanWear,S1202,2025-03-16,19.77,WH-ME-02,True,3.43,3.85
P101652,PureGlow Women Clothing Item 01652,Fashion,Women Clothing,CloudNine,S1178,2024-06-30,14.05,WH-ME-03,True,0.69,3.88
P101653,UrbanWear Makeup Item 01653,Beauty,Makeup,Astra,S1180,2024-07-13,16.64,WH-ME-01,True,10.32,4.19
P101654,Zenith Cookware Item 01654,Home & Kitchen,Cookware,HomePro,S1388,2023-01-08,9.81,WH-NA-04,True,0.22,2.85
P101655,PureGlow Education Item 01655,Books,Education,Toyverse,S1245,2024-12-19,7.25,WH-ME-04,True,2.66,4.22
P101656,FreshMart Education Item 01656,Books,Education,EcoLine,S1444,2024-09-18,3.7,WH-NA-03,True,0.75,3.13
P101657,HomePro Storage Item 01657,Home & Kitchen,Storage,UrbanWear,S1196,2025-03-13,19.35,WH-LA-02,True,4.23,2.93
P101658,FitPeak Dolls Item 01658,Toys,Dolls,EcoLine,S1439,2024-01-03,31.72,WH-EU-04,True,1.07,2.71
P101659,EcoLine Wearables Item 01659,Electronics,Wearables,UrbanWear,S1874,2024-05-15,85.17,WH-LA-02,True,2.02,3.09
P101660,FitPeak Outdoor Item 01660,Sports,Outdoor,UrbanWear,S1054,2024-01-07,9.3,WH-ME-01,True,2.67,4.9
P101661,EcoLine Accessories Item 01661,Fashion,Accessories,Toyverse,S1214,2023-08-27,46.95,WH-NA-03,True,6.08,4.94
P101662,NovaTech Breakfast Item 01662,Grocery,Breakfast,HomePro,S1520,2025-04-13,13.68,WH-AP-01,True,1.89,4.25
P101663,FreshMart Comics Item 01663,Books,Comics,Toyverse,S1183,2024-06-24,9.45,WH-ME-03,True,2.52,4.31
P101664,CloudNine Children Item 01664,Books,Children,Toyverse,S1732,2023-08-21,25.17,WH-AP-04,True,1.86,3.54
P101665,EcoLine Pantry Item 01665,Grocery,Pantry,BookNest,S1653,2024-08-06,8.22,WH-LA-03,True,0.58,4.5
P101666,UrbanWear Laptops Item 01666,Electronics,Laptops,UrbanWear,S1462,2024-10-19,72.2,WH-EU-04,True,3.42,3.41
P101667,PureGlow Board Games Item 01667,Toys,Board Games,BookNest,S1386,2023-04-17,25.42,WH-LA-03,True,0.39,4.92
P101668,PureGlow Shoes Item 01668,Fashion,Shoes,FreshMart,S1086,2023-01-13,34.13,WH-EU-01,True,1.62,3.31
P101669,Toyverse Furniture Item 01669,Home & Kitchen,Furniture,FreshMart,S1360,2025-01-28,29.1,WH-EU-04,True,3.8,4.68
P101670,FreshMart Headphones Item 01670,Electronics,Headphones,EcoLine,S1344,2025-04-18,29.57,WH-AP-02,True,1.55,4.82
P101671,BookNest Organic Item 01671,Grocery,Organic,BookNest,S1376,2025-03-20,56.9,WH-AP-04,True,1.65,3.74
P101672,BookNest Business Item 01672,Books,Business,Astra,S1183,2023-11-01,26.35,WH-AP-03,True,1.62,3.58
P101673,Zenith Haircare Item 01673,Beauty,Haircare,NovaTech,S1367,2023-12-03,6.57,WH-NA-03,True,0.76,4.98
P101674,FreshMart Yoga Item 01674,Sports,Yoga,FreshMart,S1659,2025-01-25,13.39,WH-NA-03,True,3.63,3.81
P101675,NovaTech Outdoor Item 01675,Sports,Outdoor,NovaTech,S1073,2024-09-02,21.4,WH-ME-04,True,8.83,2.89
P101676,UrbanWear Wearables Item 01676,Electronics,Wearables,FitPeak,S1201,2024-10-12,46.18,WH-ME-03,True,1.15,4.99
P101677,CloudNine Cycling Item 01677,Sports,Cycling,Zenith,S1865,2023-12-04,47.43,WH-ME-01,True,1.08,4.11
P101678,HomePro Tools Item 01678,Beauty,Tools,CloudNine,S1757,2024-05-11,6.94,WH-LA-02,False,1.39,4.27
P101679,PureGlow Fitness Item 01679,Sports,Fitness,PureGlow,S1842,2023-04-18,6.3,WH-ME-04,True,11.84,3.56
P101680,EcoLine Action Figures Item 01680,Toys,Action Figures,Zenith,S1012,2023-12-02,15.22,WH-AP-04,True,4.33,3.11
P101681,UrbanWear Bags Item 01681,Fashion,Bags,UrbanWear,S1740,2024-04-07,8.29,WH-EU-03,True,1.7,4.03
P101682,FreshMart Beverages Item 01682,Grocery,Beverages,EcoLine,S1804,2023-04-21,8.87,WH-LA-02,True,0.83,5.0
P101683,FitPeak Organic Item 01683,Grocery,Organic,NovaTech,S1320,2023-10-13,14.34,WH-EU-03,True,4.8,2.86
P101684,UrbanWear Action Figures Item 01684,Toys,Action Figures,Toyverse,S1460,2024-09-01,37.2,WH-LA-02,True,3.08,2.52
P101685,HomePro Cameras Item 01685,Electronics,Cameras,EcoLine,S1894,2023-07-12,272.21,WH-EU-01,True,1.24,4.55
P101686,Toyverse Fitness Item 01686,Sports,Fitness,Zenith,S1854,2023-04-12,13.94,WH-ME-04,True,2.29,2.89
P101687,BookNest Education Item 01687,Books,Education,BookNest,S1702,2025-01-12,38.87,WH-AP-01,True,6.64,3.33
P101688,EcoLine Cycling Item 01688,Sports,Cycling,Astra,S1581,2024-09-03,5.43,WH-NA-02,True,1.4,3.41
P101689,FitPeak Women Clothing Item 01689,Fashion,Women Clothing,EcoLine,S1644,2023-09-28,24.67,WH-LA-04,True,4.74,4.08
P101690,UrbanWear Action Figures Item 01690,Toys,Action Figures,BookNest,S1065,2023-08-02,33.32,WH-LA-02,True,4.73,2.99
P101691,Toyverse Board Games Item 01691,Toys,Board Games,NovaTech,S1336,2024-02-06,26.6,WH-LA-03,True,4.97,4.62
P101692,NovaTech Pantry Item 01692,Grocery,Pantry,HomePro,S1106,2023-06-01,11.6,WH-LA-02,True,0.46,4.92
P101693,CloudNine Men Clothing Item 01693,Fashion,Men Clothing,EcoLine,S1500,2023-08-29,7.97,WH-NA-01,False,7.13,3.17
P101694,NovaTech Women Clothing Item 01694,Fashion,Women Clothing,BookNest,S1290,2023-10-30,89.8,WH-EU-03,True,6.39,4.88
P101695,Zenith Haircare Item 01695,Beauty,Haircare,FreshMart,S1071,2025-01-09,21.13,WH-AP-03,True,1.78,2.71
P101696,FreshMart Cameras Item 01696,Electronics,Cameras,Astra,S1175,2023-12-25,74.75,WH-ME-03,True,0.26,3.32
P101697,HomePro Action Figures Item 01697,Toys,Action Figures,NovaTech,S1132,2024-05-14,36.91,WH-LA-02,True,3.48,3.44
P101698,CloudNine Action Figures Item 01698,Toys,Action Figures,NovaTech,S1398,2023-12-02,39.57,WH-EU-03,True,1.91,4.77
P101699,PureGlow Women Clothing Item 01699,Fashion,Women Clothing,BookNest,S1837,2024-02-27,8.66,WH-AP-04,True,1.14,4.56
P101700,EcoLine Accessories Item 01700,Fashion,Accessories,PureGlow,S1601,2023-09-19,28.12,WH-EU-03,False,3.94,4.29
P101701,UrbanWear Pantry Item 01701,Grocery,Pantry,Astra,S1146,2024-06-20,82.43,WH-AP-03,True,1.06,3.21
P101702,EcoLine Cleaning Item 01702,Home & Kitchen,Cleaning,UrbanWear,S1538,2024-08-08,18.87,WH-ME-03,True,4.31,3.43
P101703,Toyverse Organic Item 01703,Grocery,Organic,EcoLine,S1040,2023-05-22,24.9,WH-NA-03,True,1.8,3.8
P101704,FitPeak Team Sports Item 01704,Sports,Team Sports,CloudNine,S1862,2025-01-13,31.5,WH-ME-02,True,2.8,3.81
P101705,HomePro Puzzles Item 01705,Toys,Puzzles,BookNest,S1255,2024-11-26,56.9,WH-EU-02,True,2.97,3.65
P101706,BookNest Action Figures Item 01706,Toys,Action Figures,Zenith,S1187,2025-02-25,20.12,WH-LA-03,True,3.92,3.13
