event_id,event_time,customer_id,session_id,event_type,product_id,device_type,traffic_channel,region,quantity,user_agent_family,ingestion_time
E000011912,2025-12-18 16:59:44,C114614,SESS16253143,checkout_start,P105017,mobile,organic,Middle East,1,Firefox,2025-12-18 17:04:44
E000011913,2026-03-08 15:59:52,C103112,SESS61923776,page_view,P108888,mobile,affiliate,Middle East,1,Edge,2026-03-08 16:00:52
E000011914,2026-02-13 02:59:48,C112403,SESS18982962,checkout_start,P107181,desktop,direct,Asia Pacific,2,Chrome,2026-02-13 02:59:48
E000011915,2025-12-20 19:25:55,C108912,SESS77317999,checkout_start,P110985,desktop,organic,North America,1,Edge,2025-12-20 19:28:55
E000011916,2025-10-19 04:29:21,C103905,SESS60770074,product_view,P102026,mobile,social,Asia Pacific,1,Edge,2025-10-19 04:33:21
E000011917,2026-01-30 23:01:58,C104720,SESS27385755,page_view,P111413,mobile,affiliate,Asia Pacific,1,Chrome,2026-01-30 23:07:58
E000011918,2025-12-13 16:13:07,C100636,SESS22388954,add_to_cart,P100405,desktop,direct,Asia Pacific,1,Chrome,2025-12-13 16:15:07
E000011919,2026-03-22 15:17:29,C112619,SESS60448019,search,P104818,desktop,affiliate,Europe,1,Safari,2026-03-22 15:19:29
E000011920,2026-01-28 06:41:44,C123313,SESS73530631,search,P109824,mobile,email,Middle East,4,Chrome,2026-01-28 06:45:44
E000011921,2026-01-18 15:51:57,C105202,SESS17026919,page_view,P100292,mobile,organic,Europe,4,Amazon_App,2026-01-18 15:51:57
E000011922,2026-01-09 21:46:34,C102152,SESS18995729,add_to_cart,P106496,mobile,social,North America,1,Chrome,2026-01-09 21:53:34
E000011923,2025-10-01 11:06:32,C107235,SESS92637229,purchase_click,P108037,mobile,social,Middle East,2,Chrome,2025-10-01 11:07:32
E000011924,2026-01-18 04:26:28,C110622,SESS16238883,search,P104401,tablet,affiliate,Latin America,3,Firefox,2026-01-18 04:29:28
E000011925,2025-12-18 09:34:36,C106124,SESS59154794,page_view,P106280,desktop,organic,Middle East,1,Safari,2025-12-18 09:41:36
E000011926,2025-12-24 08:02:39,C118709,SESS51854987,product_view,P104333,mobile,paid_search,North America,2,Amazon_App,2025-12-24 08:05:39
E000011927,2026-03-31 23:06:05,C114452,SESS49032872,add_to_cart,P110829,mobile,social,Asia Pacific,1,Safari,2026-03-31 23:07:05
E000011928,2026-02-17 02:39:20,C115149,SESS22553244,search,P110190,tablet,social,Europe,1,Chrome,2026-02-17 02:42:20
E000011929,2025-11-20 06:50:06,C104079,SESS31911799,checkout_start,P111899,mobile,direct,Latin America,1,Safari,2025-11-20 06:54:06
E000011930,2025-11-01 05:42:30,C110889,SESS62034334,page_view,P104386,desktop,organic,Middle East,2,Safari,2025-11-01 05:45:30
E000011931,2026-02-01 22:37:45,C102310,SESS62025114,checkout_start,P106992,tablet,social,Asia Pacific,1,Edge,2026-02-01 22:40:45
E000011932,2025-11-03 11:09:38,C122938,SESS38524411,add_to_cart,P109738,mobile,organic,Latin America,1,Amazon_App,2025-11-03 11:13:38
E000011933,2026-02-02 11:25:00,C116818,SESS60098924,search,P111098,mobile,organic,Europe,1,Chrome,2026-02-02 11:27:00
E000011934,2025-11-25 08:20:48,C124867,SESS24657733,product_view,P100280,mobile,email,Asia Pacific,1,Safari,2025-11-25 08:27:48
E000011935,2025-12-24 09:15:25,C105709,SESS39268340,remove_from_cart,P108354,mobile,paid_search,North America,4,Chrome,2025-12-24 09:16:25
E000011936,2026-03-27 16:47:15,C113868,SESS80382337,page_view,P104768,mobile,organic,Europe,1,Chrome,2026-03-27 16:49:15
E000011937,2025-10-02 20:01:04,C103645,SESS89077250,page_view,P107645,mobile,organic,Middle East,2,Safari,2025-10-02 20:08:04
E000011938,2025-12-06 00:11:23,C102646,SESS96998543,add_to_cart,P111110,mobile,direct,Latin America,1,Firefox,2025-12-06 00:12:23
E000011939,2025-12-04 06:01:14,C107131,SESS32560421,page_view,P105712,mobile,email,Middle East,5,Edge,2025-12-04 06:01:14
E000011940,2025-10-17 21:10:33,C102285,SESS31128536,add_to_cart,P105828,tablet,email,Europe,1,Chrome,2025-10-17 21:24:33
E000011941,2025-12-18 10:38:08,C112712,SESS16911062,search,P104040,mobile,organic,Middle East,1,Firefox,2025-12-18 10:42:08
E000011942,2026-02-25 07:11:32,C103393,SESS45334610,add_to_cart,P110637,mobile,organic,Middle East,1,Chrome,2026-02-25 07:13:32
E000011943,2025-10-23 12:06:30,C112650,SESS57676539,product_view,P104560,mobile,affiliate,Latin America,1,Amazon_App,2025-10-23 12:21:30
E000011944,2026-01-31 23:32:43,C122818,SESS20497279,search,P107553,mobile,organic,Middle East,1,Safari,2026-01-31 23:32:43
E000011945,2026-02-11 20:36:07,C102135,SESS91170386,page_view,P107206,desktop,organic,Europe,4,Chrome,2026-02-11 20:38:07
E000011946,2026-03-06 15:02:45,C118817,SESS92417592,purchase_click,P104280,mobile,organic,Middle East,1,Amazon_App,2026-03-06 15:06:45
E000011947,2026-03-26 08:05:20,C107360,SESS48509501,search,P109116,mobile,affiliate,Latin America,2,Amazon_App,2026-03-26 08:10:20
E000011948,2026-01-07 20:04:25,C119381,SESS89642418,search,P103623,desktop,paid_search,Latin America,1,Firefox,2026-01-07 20:12:25
E000011949,2026-02-10 11:33:55,C111255,SESS24987339,product_view,P111846,desktop,paid_search,Latin America,1,Amazon_App,2026-02-10 11:33:55
E000011950,2026-02-13 21:00:31,C100460,SESS52351013,page_view,P104569,mobile,email,Europe,1,Chrome,2026-02-13 21:04:31
E000011951,2026-03-30 22:05:02,C102162,SESS45635739,search,P105155,mobile,email,Middle East,1,Safari,2026-03-30 22:05:02
E000011952,2026-02-11 22:46:08,C115210,SESS20534802,checkout_start,P100215,mobile,organic,Middle East,1,Safari,2026-02-11 22:46:08
E000011953,2026-03-27 10:33:17,C113886,SESS91705561,purchase_click,P110459,mobile,affiliate,Asia Pacific,1,Firefox,2026-03-27 10:49:17
E000011954,2026-02-26 02:46:19,C109681,SESS81126575,product_view,P106499,mobile,organic,Latin America,1,Amazon_App,2026-02-26 02:49:19
E000011955,2025-10-05 11:07:25,C124720,SESS23652102,search,P107028,mobile,direct,Europe,1,Safari,2025-10-05 11:07:25
E000011956,2026-03-15 07:32:27,C102682,SESS67470217,purchase_click,P101151,desktop,organic,Asia Pacific,1,Amazon_App,2026-03-15 07:33:27
E000011957,2026-02-28 13:38:44,C116469,SESS99030532,page_view,P100879,mobile,social,Latin America,1,Edge,2026-02-28 13:43:44
E000011958,2025-12-29 04:33:48,C109740,SESS90047260,page_view,P109938,mobile,paid_search,Europe,1,Chrome,2025-12-29 04:38:48
E000011959,2025-12-03 06:46:28,C106953,SESS89883386,product_view,P102378,mobile,organic,Asia Pacific,2,Chrome,2025-12-03 06:47:28
E000011960,2026-02-05 20:25:20,C113526,SESS47927090,page_view,P101264,desktop,email,Europe,1,Safari,2026-02-05 20:33:20
E000011961,2026-02-23 01:06:58,C102970,SESS30118392,remove_from_cart,P108079,desktop,social,North America,1,Chrome,2026-02-23 01:06:58
E000011962,2026-01-21 09:57:05,C121885,SESS75242399,search,P108705,desktop,email,Europe,1,Chrome,2026-01-21 10:05:05
E000011963,2025-10-27 13:02:29,C117590,SESS88257985,search,P105817,tablet,organic,Europe,2,Chrome,2025-10-27 13:04:29
E000011964,2025-10-01 01:53:12,C102592,SESS24751491,page_view,P105796,mobile,email,North America,1,Chrome,2025-10-01 01:57:12
E000011965,2025-12-30 17:58:13,C117903,SESS11625689,add_to_cart,P106914,mobile,affiliate,North America,1,Safari,2025-12-30 17:58:13
E000011966,2026-03-15 21:13:35,C118990,SESS28477222,add_to_cart,P101669,mobile,paid_search,Middle East,1,Firefox,2026-03-15 21:13:35
E000011967,2026-03-05 01:18:01,C117593,SESS15731464,page_view,P103240,mobile,affiliate,Middle East,1,Chrome,2026-03-05 01:20:01
E000011968,2025-10-25 10:27:19,C106601,SESS69356108,search,P100834,tablet,organic,Latin America,5,Firefox,2025-10-25 10:40:19
E000011969,2026-01-21 14:13:14,C110687,SESS30695586,add_to_cart,P103006,mobile,organic,North America,3,Chrome,2026-01-21 14:13:14
E000011970,2026-01-12 05:11:46,C110480,SESS85359919,page_view,P101084,mobile,organic,Middle East,1,Edge,2026-01-12 05:11:46
E000011971,2025-10-14 11:51:44,C121922,SESS41719580,product_view,P110267,desktop,social,Middle East,3,Edge,2025-10-14 11:53:44
E000011972,2026-01-16 03:05:35,C106782,SESS10748322,search,P107896,mobile,social,Latin America,2,Chrome,2026-01-16 03:05:35
E000011973,2026-03-16 08:15:12,C124244,SESS50914445,search,P107165,desktop,organic,Middle East,1,Amazon_App,2026-03-16 08:30:12
E000011974,2026-01-08 11:46:37,C109960,SESS21177159,search,P101095,desktop,organic,Middle East,2,Safari,2026-01-08 11:46:37
E000011975,2025-10-13 04:02:56,C114440,SESS26550800,checkout_start,P102547,tablet,paid_search,Middle East,2,Amazon_App,2025-10-13 04:05:56
E000011976,2026-02-23 19:04:37,C118753,SESS74380106,search,P107377,mobile,paid_search,Asia Pacific,1,Safari,2026-02-23 19:04:37
E000011977,2025-12-31 08:36:39,C107425,SESS31596780,page_view,P101632,desktop,organic,Middle East,1,Safari,2025-12-31 08:36:39
E000011978,2025-10-20 16:04:28,C100214,SESS22875750,product_view,P106840,desktop,email,Middle East,1,Safari,2025-10-20 16:06:28
E000011979,2026-01-09 09:14:03,C109108,SESS42867500,product_view,P103930,mobile,direct,Europe,1,Chrome,2026-01-09 09:14:03
E000011980,2026-01-20 17:45:35,C112823,SESS62443015,product_view,P103192,desktop,organic,North America,1,Chrome,2026-01-20 17:50:35
E000011981,2025-10-11 12:35:48,C102704,SESS28581173,page_view,P101640,mobile,organic,Middle East,1,Amazon_App,2025-10-11 12:38:48
E000011982,2025-10-28 04:15:11,C110522,SESS33059520,page_view,P103461,mobile,organic,Europe,4,Firefox,2025-10-28 04:24:11
E000011983,2025-10-24 02:46:00,C114264,SESS13431557,product_view,P103747,desktop,direct,Asia Pacific,2,Amazon_App,2025-10-24 02:50:00
E000011984,2026-01-26 03:07:34,C115805,SESS59462297,search,P101965,mobile,direct,North America,3,Firefox,2026-01-26 03:08:34
E000011985,2026-01-09 20:29:22,C123486,SESS85748828,search,P111042,tablet,organic,Middle East,2,Chrome,2026-01-09 20:30:22
E000011986,2026-01-29 04:42:03,C112001,SESS94662430,checkout_start,P111927,mobile,social,Latin America,2,Amazon_App,2026-01-29 04:44:03
E000011987,2026-02-12 07:51:37,C118308,SESS28358859,add_to_cart,P103386,desktop,social,North America,1,Chrome,2026-02-12 07:55:37
E000011988,2026-01-05 18:37:14,C101200,SESS53361144,product_view,P105646,mobile,organic,Europe,1,Amazon_App,2026-01-05 18:43:14
E000011989,2025-10-08 01:55:53,C105994,SESS27934245,page_view,P107754,mobile,social,Middle East,1,Amazon_App,2025-10-08 01:59:53
E000011990,2025-11-09 15:26:31,C120572,SESS10819524,checkout_start,P100602,mobile,paid_search,Europe,1,Firefox,2025-11-09 15:33:31
E000011991,2025-11-15 22:36:48,C124218,SESS92722579,product_view,P106602,mobile,organic,North America,1,Amazon_App,2025-11-15 22:40:48
E000011992,2026-02-03 11:30:52,C109209,SESS45860498,product_view,P101859,desktop,organic,Latin America,2,Edge,2026-02-03 11:31:52
E000011993,2025-12-03 08:23:10,C121455,SESS38132579,search,P103684,mobile,direct,North America,1,Edge,2025-12-03 08:25:10
E000011994,2025-11-18 04:26:54,C116097,SESS10203419,product_view,P109289,mobile,organic,Middle East,3,Chrome,2025-11-18 04:32:54
E000011995,2025-12-11 15:43:41,C122084,SESS89123636,page_view,P102385,mobile,email,Latin America,1,Chrome,2025-12-11 15:44:41
E000011996,2026-02-24 22:55:48,C109432,SESS48119518,search,P101227,mobile,email,Europe,4,Amazon_App,2026-02-24 22:57:48
E000011997,2025-11-09 20:32:12,C109246,SESS70445759,add_to_cart,P108977,mobile,organic,Latin America,4,Safari,2025-11-09 20:33:12
E000011998,2025-12-03 14:07:27,C108525,SESS41548262,search,P100757,mobile,paid_search,North America,2,Chrome,2025-12-03 14:13:27
E000011999,2026-01-27 08:59:49,C117614,SESS63819658,page_view,P100980,mobile,paid_search,Europe,1,Edge,2026-01-27 09:03:49
E000012000,2025-10-07 03:55:46,C119933,SESS21267263,product_view,P102358,mobile,paid_search,Latin America,1,Chrome,2025-10-07 03:57:46
E000012001,2026-02-05 21:43:33,C118183,SESS47913206,page_view,P104687,mobile,social,Europe,1,Firefox,2026-02-05 21:46:33
E000012002,2026-01-23 21:53:18,C102864,SESS29976727,page_view,P107553,mobile,organic,Middle East,1,Chrome,2026-01-23 21:55:18
E000012003,2025-10-05 04:18:11,C110299,SESS43997357,purchase_click,P110192,tablet,organic,Middle East,1,Edge,2025-10-05 04:22:11
E000012004,2026-03-18 03:30:06,C111164,SESS98333831,search,P109625,mobile,affiliate,Middle East,1,Safari,2026-03-18 03:30:06
E000012005,2025-11-27 18:43:47,C105992,SESS21852364,search,P102623,desktop,paid_search,North America,1,Amazon_App,2025-11-27 18:45:47
E000012006,2025-11-02 10:59:13,C107633,SESS96951542,checkout_start,P100106,desktop,organic,Asia Pacific,3,Edge,2025-11-02 11:02:13
E000012007,2026-01-07 05:26:04,C114078,SESS34019911,product_view,P105105,mobile,direct,North America,1,Edge,2026-01-07 05:35:04
E000012008,2026-02-28 06:35:02,C104065,SESS63168431,page_view,P104196,mobile,organic,North America,1,Safari,2026-02-28 06:35:02
E000012009,2025-12-30 09:10:37,C106809,SESS75753715,add_to_cart,P102661,mobile,email,Asia Pacific,1,Edge,2025-12-30 09:22:37
E000012010,2026-02-28 07:45:10,C100842,SESS68679164,page_view,P111972,desktop,organic,North America,2,Amazon_App,2026-02-28 07:49:10
E000012011,2026-02-13 21:58:27,C106432,SESS93994091,add_to_cart,P100725,mobile,paid_search,North America,1,Chrome,2026-02-13 22:11:27
E000012012,2025-11-02 18:59:17,C124943,SESS20118797,page_view,P108840,mobile,direct,North America,1,Amazon_App,2025-11-02 19:02:17
E000012013,2025-11-12 17:14:56,C114060,SESS30338661,page_view,P100450,mobile,social,Asia Pacific,1,Firefox,2025-11-12 17:14:56
E000012014,2026-02-22 11:27:07,C116071,SESS21506134,search,P100506,mobile,direct,North America,1,Amazon_App,2026-02-22 11:35:07
E000012015,2026-01-02 19:46:50,C120793,SESS41390819,search,P108443,desktop,email,Latin America,1,Chrome,2026-01-02 19:46:50
E000012016,2026-02-09 09:00:46,C117008,SESS40283035,page_view,P101546,desktop,social,Europe,1,Edge,2026-02-09 09:06:46
E000012017,2026-01-17 08:58:16,C122653,SESS50548798,search,P105859,desktop,paid_search,Asia Pacific,2,Amazon_App,2026-01-17 09:08:16
E000012018,2025-12-23 01:09:06,C113014,SESS12224963,remove_from_cart,P109947,mobile,social,Latin America,1,Chrome,2025-12-23 01:11:06
E000012019,2026-02-07 18:44:19,C105120,SESS53465317,search,P105277,desktop,direct,Latin America,1,Edge,2026-02-07 18:44:19
E000012020,2025-11-08 01:26:13,C114674,SESS70769466,product_view,P106311,desktop,paid_search,Europe,1,Chrome,2025-11-08 01:32:13
E000012021,2026-02-06 13:43:17,C101615,SESS95755123,product_view,P103298,mobile,organic,Asia Pacific,1,Amazon_App,2026-02-06 13:43:17
E000012022,2026-01-19 16:27:58,C106486,SESS98145779,page_view,P110982,mobile,direct,Middle East,3,Chrome,2026-01-19 16:27:58
E000012023,2025-12-15 12:39:09,C114821,SESS20611108,page_view,P103294,desktop,organic,Middle East,1,Chrome,2025-12-15 12:42:09
E000012024,2026-02-20 20:25:58,C107488,SESS90443155,page_view,P104954,mobile,email,Europe,1,Edge,2026-02-20 20:25:58
E000012025,2026-01-21 06:09:22,C115021,SESS36271993,search,P110057,desktop,paid_search,Europe,4,Edge,2026-01-21 06:12:22
E000012026,2026-03-29 07:46:44,C121493,SESS72216521,product_view,P106062,mobile,organic,North America,1,Safari,2026-03-29 07:46:44
E000012027,2025-11-23 18:09:16,C102847,SESS90190469,add_to_cart,P106111,tablet,organic,Latin America,1,Chrome,2025-11-23 18:10:16
E000012028,2026-02-13 03:38:30,C108723,SESS45619229,remove_from_cart,P101113,tablet,paid_search,Middle East,1,Chrome,2026-02-13 03:38:30
E000012029,2025-11-23 20:48:15,C117349,SESS89296688,add_to_cart,P109638,desktop,affiliate,North America,1,Chrome,2025-11-23 20:48:15
E000012030,2025-10-12 07:06:57,C100173,SESS14947582,add_to_cart,P106806,mobile,paid_search,Latin America,1,Amazon_App,2025-10-12 07:16:57
E000012031,2026-03-10 01:12:05,C115230,SESS24179520,page_view,P102839,desktop,organic,Asia Pacific,4,Firefox,2026-03-10 01:15:05
E000012032,2026-03-19 04:23:05,C100336,SESS60230577,product_view,P111678,mobile,organic,Middle East,1,Amazon_App,2026-03-19 04:26:05
E000012033,2026-02-08 02:33:47,C120686,SESS47555407,purchase_click,P100887,mobile,paid_search,Middle East,1,Edge,2026-02-08 02:34:47
E000012034,2026-02-11 16:45:23,C123381,SESS15069898,add_to_cart,P100618,mobile,organic,Europe,2,Chrome,2026-02-11 16:45:23
E000012035,2025-12-03 04:47:22,C117977,SESS10124620,page_view,P100240,desktop,affiliate,Asia Pacific,2,Chrome,2025-12-03 04:54:22
E000012036,2025-12-07 20:23:13,C120587,SESS95042507,page_view,P105316,desktop,affiliate,Latin America,1,Edge,2025-12-07 20:25:13
E000012037,2026-03-22 16:48:35,C112262,SESS56264487,product_view,P103158,tablet,organic,Latin America,1,Edge,2026-03-22 16:48:35
E000012038,2026-02-26 04:17:13,C121441,SESS32495688,remove_from_cart,P101219,mobile,paid_search,Latin America,1,Edge,2026-02-26 04:18:13
E000012039,2025-11-11 08:50:51,C101592,SESS26161300,product_view,P102286,mobile,email,North America,1,Firefox,2025-11-11 08:50:51
E000012040,2025-11-02 16:09:14,C119623,SESS28425403,search,P107513,tablet,affiliate,North America,3,Safari,2025-11-02 16:09:14
E000012041,2025-10-28 22:28:05,C107716,SESS89129843,product_view,P104560,desktop,direct,Europe,1,Chrome,2025-10-28 22:35:05
E000012042,2026-01-27 14:00:37,C124723,SESS92348575,product_view,P101248,desktop,social,Latin America,1,Safari,2026-01-27 14:04:37
E000012043,2025-11-22 06:47:49,C112528,SESS89837841,page_view,P106037,desktop,paid_search,North America,2,Safari,2025-11-22 06:49:49
E000012044,2025-11-11 14:11:38,C112701,SESS31121443,search,P110692,mobile,social,Europe,2,Chrome,2025-11-11 14:13:38
E000012045,2025-12-21 04:14:28,C100243,SESS51831930,checkout_start,P104087,mobile,social,Middle East,2,Safari,2025-12-21 04:14:28
E000012046,2025-11-21 21:33:58,C105268,SESS43234769,page_view,P103518,desktop,direct,Middle East,2,Chrome,2025-11-21 21:33:58
E000012047,2026-03-27 22:41:09,C117806,SESS27210270,purchase_click,P102458,tablet,social,Middle East,1,Safari,2026-03-27 22:42:09
E000012048,2025-11-18 01:14:44,C110753,SESS49422364,page_view,P111565,mobile,social,Latin America,1,Amazon_App,2025-11-18 01:14:44
E000012049,2025-11-17 14:42:55,C110343,SESS79864393,product_view,P104613,desktop,paid_search,North America,3,Chrome,2025-11-17 14:46:55
E000012050,2026-03-04 00:03:20,C109235,SESS57147389,search,P106578,mobile,organic,Europe,1,Chrome,2026-03-04 00:04:20
E000012051,2025-11-20 20:33:32,C105359,SESS12244914,product_view,P110960,desktop,paid_search,Middle East,1,Chrome,2025-11-20 20:37:32
E000012052,2025-10-17 12:27:37,C114893,SESS85854049,page_view,P105566,mobile,organic,Europe,1,Chrome,2025-10-17 12:27:37
E000012053,2026-03-03 06:24:44,C115630,SESS92122285,search,P108680,mobile,paid_search,Middle East,4,Edge,2026-03-03 06:24:44
E000012054,2025-11-09 01:16:22,C100602,SESS67559497,add_to_cart,P109027,desktop,organic,Middle East,1,Firefox,2025-11-09 01:16:22
E000012055,2026-03-11 09:07:14,C114254,SESS63552820,search,P108785,mobile,social,Asia Pacific,3,Chrome,2026-03-11 09:10:14
E000012056,2025-11-13 14:48:08,C107152,SESS68076951,page_view,P108423,desktop,organic,North America,1,Firefox,2025-11-13 14:52:08
E000012057,2025-12-30 02:34:46,C111047,SESS69113438,page_view,P107504,tablet,direct,Asia Pacific,3,Chrome,2025-12-30 02:39:46
E000012058,2026-01-16 15:35:27,C119566,SESS29935995,page_view,P110999,mobile,direct,Latin America,1,Amazon_App,2026-01-16 15:35:27
E000012059,2025-10-31 02:41:08,C107728,SESS76707309,page_view,P103872,desktop,social,Asia Pacific,1,Safari,2025-10-31 02:44:08
E000012060,2025-12-16 01:08:16,C120511,SESS19453059,search,P107104,mobile,organic,Asia Pacific,1,Chrome,2025-12-16 01:09:16
E000012061,2026-03-28 14:04:13,C108019,SESS55759857,product_view,P102372,mobile,direct,Latin America,2,Safari,2026-03-28 14:08:13
E000012062,2026-02-03 05:04:59,C120945,SESS49504827,page_view,P109334,mobile,email,Europe,1,Amazon_App,2026-02-03 05:04:59
E000012063,2025-10-05 10:28:43,C111932,SESS78144653,checkout_start,P103321,mobile,paid_search,Asia Pacific,3,Amazon_App,2025-10-05 10:33:43
E000012064,2025-11-09 20:10:01,C107242,SESS58031951,add_to_cart,P111427,mobile,paid_search,Asia Pacific,1,Safari,2025-11-09 20:14:01
E000012065,2026-03-06 13:44:07,C102152,SESS39154459,add_to_cart,P102143,desktop,organic,Latin America,1,Chrome,2026-03-06 13:48:07
E000012066,2025-11-06 14:12:29,C114329,SESS69392229,checkout_start,P110754,desktop,email,Europe,1,Chrome,2025-11-06 14:18:29
E000012067,2026-01-06 22:10:06,C109487,SESS79060675,search,P105688,desktop,social,Latin America,2,Safari,2026-01-06 22:13:06
E000012068,2026-03-17 18:45:09,C109521,SESS28149067,product_view,P103702,mobile,affiliate,Asia Pacific,1,Firefox,2026-03-17 18:53:09
E000012069,2025-10-11 20:28:47,C104090,SESS81467190,page_view,P101635,mobile,organic,Asia Pacific,1,Chrome,2025-10-11 20:29:47
E000012070,2026-01-04 04:23:50,C119574,SESS59321927,product_view,P109366,mobile,social,Europe,1,Amazon_App,2026-01-04 04:38:50
E000012071,2025-11-15 12:51:49,C100199,SESS60658210,product_view,P104532,mobile,direct,North America,3,Chrome,2025-11-15 12:52:49
E000012072,2025-10-31 15:56:16,C118251,SESS36085441,page_view,P109047,mobile,organic,Europe,1,Chrome,2025-10-31 16:02:16
E000012073,2025-12-05 08:37:28,C117830,SESS72943493,page_view,P109913,mobile,direct,Middle East,1,Safari,2025-12-05 08:55:28
E000012074,2025-12-08 02:01:03,C119812,SESS28206190,search,P102654,desktop,organic,North America,2,Edge,2025-12-08 02:08:03
E000012075,2026-02-01 20:19:48,C112664,SESS73237551,product_view,P106818,desktop,email,North America,3,Amazon_App,2026-02-01 20:24:48
E000012076,2025-12-02 20:37:34,C104424,SESS59434214,product_view,P106071,mobile,direct,Europe,1,Edge,2025-12-02 20:38:34
E000012077,2026-03-31 15:47:12,C122913,SESS48435361,page_view,P108737,desktop,direct,Asia Pacific,1,Chrome,2026-03-31 15:48:12
E000012078,2026-01-11 10:16:01,C113301,SESS96838665,search,P104620,mobile,organic,Middle East,4,Chrome,2026-01-11 10:16:01
E000012079,2025-12-17 17:58:11,C120948,SESS54298920,remove_from_cart,P106774,mobile,paid_search,Middle East,1,Safari,2025-12-17 18:02:11
E000012080,2025-10-30 03:20:17,C115555,SESS14702221,product_view,P107903,mobile,direct,Asia Pacific,1,Safari,2025-10-30 03:25:17
E000012081,2025-11-11 12:46:01,C113616,SESS43573212,add_to_cart,P104439,mobile,direct,North America,4,Firefox,2025-11-11 12:47:01
E000012082,2025-11-15 19:08:29,C108220,SESS55281595,purchase_click,P100985,mobile,social,Latin America,3,Firefox,2025-11-15 19:10:29
E000012083,2025-10-29 22:32:40,C118398,SESS69607276,page_view,P103204,desktop,direct,Asia Pacific,1,Edge,2025-10-29 22:34:40
E000012084,2025-12-13 14:01:02,C123518,SESS11545957,remove_from_cart,P104669,mobile,paid_search,Middle East,4,Edge,2025-12-13 14:04:02
E000012085,2026-02-12 12:17:16,C111492,SESS94269319,search,P106724,mobile,organic,Asia Pacific,1,Amazon_App,2026-02-12 12:17:16
E000012086,2026-02-22 17:54:07,C118212,SESS26329847,page_view,P104487,mobile,organic,Europe,2,Chrome,2026-02-22 17:54:07
E000012087,2026-03-25 09:46:10,C107136,SESS34415017,remove_from_cart,P105734,mobile,paid_search,Latin America,1,Amazon_App,2026-03-25 09:46:10
E000012088,2026-02-07 02:25:25,C113570,SESS81217986,page_view,P100060,mobile,email,Middle East,1,Chrome,2026-02-07 02:27:25
E000012089,2025-10-03 14:11:02,C102345,SESS47185052,product_view,P104672,tablet,organic,North America,2,Safari,2025-10-03 14:24:02
E000012090,2025-11-24 10:08:13,C106404,SESS60162122,page_view,P103051,desktop,email,Middle East,1,Safari,2025-11-24 10:09:13
E000012091,2025-12-01 18:47:16,C116309,SESS56359777,checkout_start,P102211,mobile,organic,North America,1,Firefox,2025-12-01 18:48:16
E000012092,2026-02-11 15:34:44,C124935,SESS47604921,product_view,P104557,mobile,affiliate,Asia Pacific,1,Safari,2026-02-11 15:37:44
E000012093,2026-03-07 13:55:38,C118774,SESS93541891,page_view,P107761,mobile,organic,Latin America,1,Firefox,2026-03-07 13:55:38
E000012094,2025-12-20 22:35:54,C107591,SESS80243192,product_view,P111648,desktop,organic,North America,3,Chrome,2025-12-20 22:39:54
E000012095,2025-11-10 16:48:15,C124850,SESS72673750,product_view,P110539,desktop,organic,North America,1,Chrome,2025-11-10 16:48:15
E000012096,2026-02-27 20:08:06,C121945,SESS79029457,checkout_start,P105635,mobile,email,Europe,1,Chrome,2026-02-27 20:09:06
E000012097,2026-03-07 12:00:30,C115144,SESS25560826,search,P105394,desktop,organic,North America,1,Safari,2026-03-07 12:00:30
E000012098,2026-03-18 07:32:25,C120920,SESS45689372,product_view,P101868,desktop,affiliate,Middle East,3,Chrome,2026-03-18 07:40:25
E000012099,2025-10-26 02:28:48,C101534,SESS40571162,product_view,P104605,mobile,organic,Europe,2,Amazon_App,2025-10-26 02:32:48
E000012100,2026-01-09 21:22:54,C111931,SESS48548196,search,P104911,mobile,direct,Asia Pacific,2,Edge,2026-01-09 21:24:54
E000012101,2025-10-14 05:52:17,C104624,SESS36764357,purchase_click,P107867,mobile,paid_search,Middle East,3,Safari,2025-10-14 05:56:17
E000012102,2025-12-24 09:02:51,C115365,SESS29767811,checkout_start,P102351,mobile,organic,North America,1,Chrome,2025-12-24 09:15:51
E000012103,2025-10-04 22:59:14,C116228,SESS86491943,checkout_start,P106260,desktop,direct,Asia Pacific,1,Chrome,2025-10-04 23:05:14
E000012104,2025-10-16 14:47:29,C101297,SESS46983837,purchase_click,P106809,mobile,organic,Latin America,1,Chrome,2025-10-16 14:47:29
E000012105,2025-12-13 08:24:45,C118683,SESS70860060,page_view,P105293,mobile,organic,North America,2,Firefox,2025-12-13 08:29:45
E000012106,2025-12-02 23:13:05,C109149,SESS56737848,search,P100874,desktop,social,Europe,2,Safari,2025-12-02 23:13:05
E000012107,2025-12-12 15:53:01,C100039,SESS76949626,page_view,P102720,desktop,organic,Latin America,2,Amazon_App,2025-12-12 15:56:01
E000012108,2025-11-24 21:33:38,C104701,SESS73911100,purchase_click,P102311,desktop,organic,Latin America,3,Safari,2025-11-24 21:35:38
E000012109,2025-11-28 06:18:24,C118884,SESS39524723,product_view,P104366,desktop,email,North America,1,Chrome,2025-11-28 06:18:24
E000012110,2026-03-06 10:34:57,C123964,SESS78324569,page_view,P101286,desktop,direct,North America,1,Amazon_App,2026-03-06 10:48:57
E000012111,2026-02-17 16:03:02,C109458,SESS82102281,product_view,P104715,mobile,social,Latin America,1,Chrome,2026-02-17 16:06:02
