review_id,review_time,customer_id,product_id,rating,review_title,verified_purchase,helpful_votes,sentiment_score,source_file_date,batch_loaded_at
R00001708,2025-11-16 10:27:14,C109983,P104952,5,Great value,True,1,0.853,2025-11-16,2025-11-22 10:27:14
R00001709,2025-10-31 11:37:32,C123926,P103516,5,Would buy again,True,2,-0.208,2025-10-31,2025-11-03 11:37:32
R00001710,2026-02-05 12:46:28,C103504,P101699,2,Good quality,True,1,-0.076,2026-02-05,2026-02-09 12:46:28
R00001711,2026-03-11 00:03:55,C102220,P105898,3,Good quality,True,3,0.33,2026-03-11,2026-03-12 00:03:55
R00001712,2026-02-27 10:00:33,C120415,P106058,4,Would buy again,False,2,0.321,2026-02-27,2026-03-04 10:00:33
R00001713,2026-02-22 07:53:49,C109198,P111024,5,Great value,True,3,0.226,2026-02-22,2026-02-23 07:53:49
R00001714,2026-01-22 13:55:28,C115827,P106846,4,Great value,True,1,0.401,2026-01-22,2026-01-23 13:55:28
R00001715,2025-10-22 07:28:51,C116336,P108256,3,Good quality,True,0,0.598,2025-10-22,2025-10-25 07:28:51
R00001716,2025-12-04 07:05:27,C105495,P104378,3,Needs improvement,True,3,1.0,2025-12-04,2025-12-10 07:05:27
R00001717,2025-11-04 23:49:02,C110372,P103523,1,Not as expected,True,3,-0.136,2025-11-04,2025-11-10 23:49:02
R00001718,2025-11-03 11:53:35,C114247,P102666,5,Would buy again,False,2,-0.245,2025-11-03,2025-11-09 11:53:35
R00001719,2026-01-29 09:26:50,C102446,P104513,4,Fast shipping,True,3,0.782,2026-01-29,2026-02-03 09:26:50
R00001720,2026-02-20 00:54:06,C102550,P110276,1,Excellent,True,4,0.054,2026-02-20,2026-02-23 00:54:06
R00001721,2025-10-19 18:13:51,C115043,P111246,5,Average item,True,7,0.635,2025-10-19,2025-10-24 18:13:51
R00001722,2025-10-25 13:41:30,C107207,P104319,5,Not as expected,True,1,0.394,2025-10-25,2025-10-26 13:41:30
R00001723,2025-12-25 07:41:36,C108217,P104896,3,Excellent,True,1,0.973,2025-12-25,2025-12-26 07:41:36
R00001724,2025-11-06 16:28:12,C115739,P102132,5,Excellent,True,4,0.126,2025-11-06,2025-11-10 16:28:12
R00001725,2026-02-28 02:13:50,C103738,P101484,3,Good quality,True,6,-0.09,2026-02-28,2026-03-03 02:13:50
R00001726,2025-11-19 07:08:42,C122830,P110506,4,Good quality,True,2,-0.199,2025-11-19,2025-11-24 07:08:42
R00001727,2025-11-15 13:19:46,C100112,P104141,5,Would buy again,True,3,-0.228,2025-11-15,2025-11-21 13:19:46
R00001728,2025-12-23 09:14:42,C113721,P111504,3,Would buy again,True,1,0.606,2025-12-23,2025-12-25 09:14:42
R00001729,2025-12-02 10:48:55,C115226,P101984,3,Excellent,True,2,0.051,2025-12-02,2025-12-05 10:48:55
R00001730,2026-01-16 04:26:13,C101338,P111418,1,Fast shipping,True,0,0.629,2026-01-16,2026-01-20 04:26:13
R00001731,2026-03-01 02:45:18,C122277,P105272,4,Average item,True,4,0.402,2026-03-01,2026-03-06 02:45:18
R00001732,2025-11-05 14:12:40,C122027,P109889,3,Good quality,True,3,0.097,2025-11-05,2025-11-06 14:12:40
R00001733,2025-12-06 17:08:44,C117630,P103009,4,Excellent,True,1,0.682,2025-12-06,2025-12-12 17:08:44
R00001734,2025-11-14 16:27:14,C120745,P104172,5,Good quality,True,2,0.386,2025-11-14,2025-11-15 16:27:14
R00001735,2025-10-04 03:55:40,C107723,P101936,4,Fast shipping,True,2,0.685,2025-10-04,2025-10-06 03:55:40
R00001736,2025-10-12 08:03:43,C106095,P111954,5,Good quality,True,3,0.891,2025-10-12,2025-10-13 08:03:43
R00001737,2025-11-25 18:13:30,C106054,P111707,4,Good quality,True,3,0.69,2025-11-25,2025-11-30 18:13:30
R00001738,2026-02-26 07:30:38,C118650,P105718,4,Would buy again,True,0,0.701,2026-02-26,2026-03-04 07:30:38
R00001739,2026-02-02 20:18:54,C112398,P111639,5,Fast shipping,True,0,0.412,2026-02-02,2026-02-07 20:18:54
R00001740,2025-12-16 03:02:56,C109863,P108870,5,Good quality,True,0,0.183,2025-12-16,2025-12-21 03:02:56
R00001741,2026-01-17 07:47:32,C115435,P108689,1,Good quality,True,4,0.919,2026-01-17,2026-01-18 07:47:32
R00001742,2025-12-08 19:54:34,C122323,P110661,4,Average item,True,2,0.88,2025-12-08,2025-12-12 19:54:34
R00001743,2026-03-02 12:33:39,C116521,P107301,1,Good quality,True,3,0.823,2026-03-02,2026-03-07 12:33:39
R00001744,2025-12-31 05:20:53,C119855,P108621,5,Average item,True,4,0.474,2025-12-31,2026-01-02 05:20:53
R00001745,2026-03-04 15:16:31,C105654,P109506,4,Average item,False,1,0.871,2026-03-04,2026-03-09 15:16:31
R00001746,2025-11-02 01:29:54,C111623,P102266,2,Average item,True,4,0.341,2025-11-02,2025-11-08 01:29:54
R00001747,2026-01-18 07:43:57,C103412,P107223,4,Great value,False,5,0.512,2026-01-18,2026-01-19 07:43:57
R00001748,2025-10-19 07:29:37,C102985,P100474,1,Would buy again,True,5,0.56,2025-10-19,2025-10-22 07:29:37
R00001749,2025-12-08 10:09:21,C107702,P101235,4,Needs improvement,True,4,0.372,2025-12-08,2025-12-13 10:09:21
R00001750,2026-01-07 01:09:00,C112130,P109421,4,Average item,True,5,0.633,2026-01-07,2026-01-13 01:09:00
R00001751,2026-02-17 13:11:57,C101813,P104224,4,Excellent,False,6,0.67,2026-02-17,2026-02-20 13:11:57
R00001752,2025-11-16 08:56:01,C108287,P101214,1,Excellent,True,7,-0.039,2025-11-16,2025-11-17 08:56:01
R00001753,2026-03-29 20:18:46,C118035,P111408,2,Not as expected,True,2,0.563,2026-03-29,2026-04-03 20:18:46
R00001754,2026-02-26 11:44:22,C106561,P104247,3,Fast shipping,False,2,0.601,2026-02-26,2026-02-28 11:44:22
R00001755,2026-03-14 05:15:16,C104866,P105644,5,Fast shipping,True,2,0.306,2026-03-14,2026-03-15 05:15:16
R00001756,2025-12-26 22:30:56,C110000,P111207,1,Needs improvement,True,3,0.033,2025-12-26,2025-12-31 22:30:56
R00001757,2025-10-01 21:14:53,C107454,P101920,3,Great value,True,2,0.019,2025-10-01,2025-10-05 21:14:53
R00001758,2025-10-16 22:48:00,C110786,P108028,2,Not as expected,True,7,0.438,2025-10-16,2025-10-17 22:48:00
R00001759,2025-12-25 18:47:46,C102112,P109874,3,Needs improvement,True,1,0.497,2025-12-25,2025-12-31 18:47:46
R00001760,2026-02-01 14:43:04,C119813,P110829,5,Great value,False,6,-0.202,2026-02-01,2026-02-06 14:43:04
R00001761,2026-01-14 15:40:09,C117186,P103248,2,Needs improvement,True,3,0.402,2026-01-14,2026-01-17 15:40:09
R00001762,2025-11-13 01:17:16,C109377,P100866,4,Good quality,True,3,0.126,2025-11-13,2025-11-17 01:17:16
R00001763,2025-11-21 23:23:30,C121774,P100120,5,Great value,True,2,0.259,2025-11-21,2025-11-24 23:23:30
R00001764,2026-01-19 20:13:55,C106941,P105530,4,Great value,True,2,1.0,2026-01-19,2026-01-20 20:13:55
R00001765,2026-03-25 00:40:37,C107051,P109744,4,Average item,False,1,0.477,2026-03-25,2026-03-26 00:40:37
R00001766,2025-11-28 15:49:45,C102878,P106773,5,Needs improvement,True,4,1.0,2025-11-28,2025-12-02 15:49:45
R00001767,2026-03-25 12:48:31,C124915,P110098,5,Needs improvement,True,1,0.417,2026-03-25,2026-03-28 12:48:31
R00001768,2025-11-21 21:41:42,C115217,P108943,1,Fast shipping,False,3,0.164,2025-11-21,2025-11-24 21:41:42
R00001769,2026-03-18 00:23:50,C118084,P101013,2,Fast shipping,True,0,0.567,2026-03-18,2026-03-19 00:23:50
R00001770,2026-02-16 16:54:40,C115219,P107378,4,Good quality,True,2,0.421,2026-02-16,2026-02-17 16:54:40
R00001771,2025-10-19 11:44:22,C111640,P104495,1,Needs improvement,True,3,0.442,2025-10-19,2025-10-25 11:44:22
R00001772,2025-10-08 10:21:13,C111293,P105904,4,Not as expected,False,2,0.181,2025-10-08,2025-10-09 10:21:13
R00001773,2025-10-09 12:21:45,C121813,P109710,5,Fast shipping,True,2,0.666,2025-10-09,2025-10-13 12:21:45
R00001774,2026-01-27 12:49:38,C109623,P100930,5,Would buy again,False,5,0.698,2026-01-27,2026-01-30 12:49:38
R00001775,2025-10-15 10:55:31,C116514,P101483,4,Would buy again,True,3,0.077,2025-10-15,2025-10-18 10:55:31
R00001776,2025-12-23 15:41:58,C116663,P105880,3,Excellent,False,1,0.525,2025-12-23,2025-12-24 15:41:58
R00001777,2025-10-30 10:14:08,C117102,P100921,3,Average item,True,2,0.547,2025-10-30,2025-11-04 10:14:08
R00001778,2025-11-25 23:25:09,C112364,P102626,5,Excellent,True,0,-0.985,2025-11-25,2025-12-01 23:25:09
R00001779,2025-10-07 14:22:23,C110980,P105467,5,Not as expected,True,4,0.808,2025-10-07,2025-10-13 14:22:23
R00001780,2026-02-25 06:57:36,C106368,P109314,4,Needs improvement,True,3,0.544,2026-02-25,2026-02-27 06:57:36
R00001781,2026-02-10 22:50:02,C110074,P110161,4,Fast shipping,True,2,-0.126,2026-02-10,2026-02-12 22:50:02
R00001782,2025-10-16 22:47:07,C100193,P109683,3,Excellent,True,3,1.0,2025-10-16,2025-10-17 22:47:07
R00001783,2025-12-14 20:10:13,C109824,P103845,3,Excellent,True,1,1.0,2025-12-14,2025-12-16 20:10:13
R00001784,2025-12-17 00:21:05,C101285,P111107,4,Great value,True,5,0.71,2025-12-17,2025-12-21 00:21:05
R00001785,2025-11-07 01:14:06,C123581,P100714,5,Not as expected,True,2,0.426,2025-11-07,2025-11-11 01:14:06
R00001786,2026-03-30 15:31:59,C113574,P111223,4,Great value,True,2,0.449,2026-03-30,2026-04-04 15:31:59
R00001787,2025-11-17 09:45:00,C120922,P100409,2,Excellent,True,3,-0.002,2025-11-17,2025-11-18 09:45:00
R00001788,2026-02-20 19:56:09,C109507,P103429,4,Not as expected,True,1,-0.407,2026-02-20,2026-02-21 19:56:09
R00001789,2025-10-04 22:48:56,C106201,P110744,5,Not as expected,True,1,-0.005,2025-10-04,2025-10-05 22:48:56
R00001790,2025-12-06 08:27:31,C110495,P108879,4,Fast shipping,True,6,0.043,2025-12-06,2025-12-11 08:27:31
R00001791,2026-01-09 12:03:15,C110986,P101260,4,Good quality,True,1,-0.179,2026-01-09,2026-01-10 12:03:15
R00001792,2026-02-25 09:56:23,C104402,P107874,4,Excellent,True,1,0.13,2026-02-25,2026-02-28 09:56:23
R00001793,2025-11-11 12:47:13,C122229,P101049,3,Needs improvement,False,2,-0.048,2025-11-11,2025-11-15 12:47:13
R00001794,2026-03-26 11:35:11,C123215,P110389,4,Fast shipping,True,3,0.706,2026-03-26,2026-03-28 11:35:11
R00001795,2026-03-18 02:26:57,C106203,P104722,4,Great value,False,1,0.472,2026-03-18,2026-03-23 02:26:57
R00001796,2026-03-31 13:38:25,C118773,P111950,5,Excellent,True,2,0.008,2026-03-31,2026-04-02 13:38:25
R00001797,2025-10-09 21:25:28,C124227,P108643,2,Excellent,False,2,-0.016,2025-10-09,2025-10-11 21:25:28
R00001798,2026-03-31 11:43:08,C111788,P105228,5,Good quality,True,2,0.6,2026-03-31,2026-04-06 11:43:08
R00001799,2025-10-27 09:38:26,C124299,P111627,4,Would buy again,True,2,0.54,2025-10-27,2025-11-02 09:38:26
R00001800,2026-03-23 06:40:20,C100373,P106677,5,Not as expected,True,0,0.164,2026-03-23,2026-03-26 06:40:20
R00001801,2025-12-30 11:20:23,C124589,P101335,5,Fast shipping,True,1,0.38,2025-12-30,2025-12-31 11:20:23
R00001802,2025-11-08 11:32:31,C118429,P107010,3,Would buy again,False,2,0.359,2025-11-08,2025-11-12 11:32:31
R00001803,2025-10-20 16:55:49,C110805,P100504,4,Average item,True,6,0.149,2025-10-20,2025-10-24 16:55:49
R00001804,2026-01-25 22:31:25,C123071,P107741,5,Average item,True,6,0.481,2026-01-25,2026-01-27 22:31:25
R00001805,2026-01-19 08:07:39,C110854,P100810,5,Great value,True,0,0.637,2026-01-19,2026-01-23 08:07:39
R00001806,2025-11-19 20:32:09,C106354,P108988,5,Needs improvement,True,2,0.428,2025-11-19,2025-11-25 20:32:09
R00001807,2025-10-16 16:13:17,C118107,P108244,4,Not as expected,True,3,0.611,2025-10-16,2025-10-21 16:13:17
R00001808,2025-11-24 20:26:54,C116906,P107445,5,Great value,True,2,0.525,2025-11-24,2025-11-25 20:26:54
R00001809,2025-11-08 18:11:28,C111000,P102653,5,Average item,True,2,0.66,2025-11-08,2025-11-10 18:11:28
R00001810,2025-11-03 09:56:48,C120426,P100700,4,Great value,True,2,0.635,2025-11-03,2025-11-05 09:56:48
R00001811,2026-01-25 15:12:31,C115532,P105240,4,Needs improvement,True,3,0.163,2026-01-25,2026-01-28 15:12:31
R00001812,2026-03-06 12:27:00,C102218,P107136,4,Not as expected,True,0,1.0,2026-03-06,2026-03-07 12:27:00
R00001813,2025-10-30 11:12:07,C104767,P105368,4,Great value,True,0,0.82,2025-10-30,2025-11-03 11:12:07
R00001814,2026-02-05 01:22:24,C114764,P105075,4,Not as expected,True,1,0.529,2026-02-05,2026-02-06 01:22:24
R00001815,2026-01-19 07:56:21,C117442,P110100,4,Would buy again,True,3,1.0,2026-01-19,2026-01-20 07:56:21
R00001816,2026-01-06 14:31:37,C118815,P106791,3,Great value,True,2,0.426,2026-01-06,2026-01-10 14:31:37
R00001817,2025-12-21 20:37:18,C113470,P107803,5,Average item,True,3,1.0,2025-12-21,2025-12-23 20:37:18
R00001818,2025-10-27 12:45:30,C118248,P103247,5,Excellent,True,4,0.047,2025-10-27,2025-11-02 12:45:30
R00001819,2026-02-16 06:32:01,C104428,P108474,3,Great value,True,1,0.707,2026-02-16,2026-02-22 06:32:01
R00001820,2026-03-18 21:13:16,C124195,P105939,4,Fast shipping,True,3,0.174,2026-03-18,2026-03-22 21:13:16
R00001821,2026-03-13 18:22:20,C107541,P108370,4,Great value,True,2,0.383,2026-03-13,2026-03-19 18:22:20
R00001822,2026-03-26 22:43:25,C118047,P107609,5,Excellent,False,0,0.722,2026-03-26,2026-03-31 22:43:25
R00001823,2026-02-02 00:54:53,C105128,P107105,5,Needs improvement,True,2,0.597,2026-02-02,2026-02-04 00:54:53
R00001824,2026-02-07 07:25:06,C117307,P109128,5,Fast shipping,True,3,0.14,2026-02-07,2026-02-11 07:25:06
R00001825,2025-11-09 19:35:49,C122374,P111186,5,Would buy again,False,0,0.47,2025-11-09,2025-11-11 19:35:49
R00001826,2025-10-11 13:57:03,C122443,P109993,4,Great value,True,1,-0.222,2025-10-11,2025-10-15 13:57:03
R00001827,2026-03-10 18:45:19,C110538,P111029,4,Average item,False,6,0.99,2026-03-10,2026-03-12 18:45:19
R00001828,2026-02-26 15:22:35,C102925,P110733,4,Would buy again,True,2,0.552,2026-02-26,2026-03-02 15:22:35
R00001829,2026-03-25 19:47:09,C102719,P104641,2,Average item,True,2,-0.013,2026-03-25,2026-03-30 19:47:09
R00001830,2026-02-23 22:09:37,C113947,P107392,5,Average item,False,4,0.062,2026-02-23,2026-02-24 22:09:37
R00001831,2025-12-08 15:53:14,C105001,P106843,5,Would buy again,True,2,-0.153,2025-12-08,2025-12-14 15:53:14
R00001832,2026-03-30 15:37:38,C118616,P108401,3,Needs improvement,True,2,-0.286,2026-03-30,2026-04-02 15:37:38
R00001833,2025-12-23 02:07:41,C108944,P100414,2,Would buy again,True,2,0.387,2025-12-23,2025-12-29 02:07:41
R00001834,2025-10-20 01:52:40,C122987,P109003,1,Fast shipping,True,3,0.129,2025-10-20,2025-10-24 01:52:40
R00001835,2025-12-21 10:11:13,C110784,P109465,2,Great value,True,1,0.385,2025-12-21,2025-12-22 10:11:13
R00001836,2025-11-25 22:36:59,C102306,P104885,4,Not as expected,True,2,0.385,2025-11-25,2025-11-30 22:36:59
R00001837,2026-03-23 14:13:55,C114361,P101511,5,Fast shipping,True,2,0.796,2026-03-23,2026-03-25 14:13:55
R00001838,2025-12-15 09:42:52,C124588,P111635,3,Average item,True,5,0.678,2025-12-15,2025-12-18 09:42:52
R00001839,2026-01-11 13:20:59,C106091,P102642,5,Excellent,True,3,0.516,2026-01-11,2026-01-13 13:20:59
R00001840,2025-10-08 16:38:35,C107686,P105847,5,Great value,True,5,0.383,2025-10-08,2025-10-14 16:38:35
R00001841,2026-03-30 17:50:01,C110695,P108698,5,Excellent,True,1,0.241,2026-03-30,2026-04-05 17:50:01
R00001842,2025-11-17 12:21:27,C101365,P107486,5,Needs improvement,True,2,0.327,2025-11-17,2025-11-23 12:21:27
R00001843,2025-10-05 12:00:25,C113807,P110800,5,Not as expected,True,1,0.112,2025-10-05,2025-10-11 12:00:25
R00001844,2025-12-22 04:39:50,C123882,P102907,4,Fast shipping,True,3,0.344,2025-12-22,2025-12-25 04:39:50
R00001845,2026-01-07 09:22:47,C105257,P111206,5,Excellent,False,3,0.991,2026-01-07,2026-01-13 09:22:47
R00001846,2025-11-29 01:22:40,C104816,P106751,3,Average item,True,1,0.933,2025-11-29,2025-12-03 01:22:40
R00001847,2025-12-13 09:12:37,C113440,P100403,5,Excellent,True,1,0.098,2025-12-13,2025-12-18 09:12:37
R00001848,2025-12-26 01:53:20,C124421,P106029,3,Would buy again,True,2,0.098,2025-12-26,2026-01-01 01:53:20
R00001849,2025-12-22 06:12:36,C101996,P111525,5,Average item,True,3,0.299,2025-12-22,2025-12-24 06:12:36
R00001850,2025-11-14 07:34:47,C122003,P101152,5,Needs improvement,True,4,0.495,2025-11-14,2025-11-18 07:34:47
R00001851,2026-03-31 02:09:15,C107161,P104712,5,Good quality,True,0,0.204,2026-03-31,2026-04-03 02:09:15
R00001852,2025-11-18 17:57:43,C103502,P106932,5,Needs improvement,True,2,0.928,2025-11-18,2025-11-22 17:57:43
R00001853,2025-11-09 02:02:11,C120064,P108216,5,Fast shipping,True,2,0.996,2025-11-09,2025-11-12 02:02:11
R00001854,2026-03-28 12:04:23,C113921,P105216,4,Excellent,True,3,0.778,2026-03-28,2026-03-31 12:04:23
R00001855,2025-11-06 22:56:27,C100631,P107744,4,Excellent,True,6,-0.017,2025-11-06,2025-11-07 22:56:27
R00001856,2025-10-24 17:08:55,C109409,P102539,1,Great value,True,2,0.73,2025-10-24,2025-10-27 17:08:55
R00001857,2025-12-21 09:12:14,C124684,P107205,4,Average item,True,1,0.302,2025-12-21,2025-12-24 09:12:14
R00001858,2026-02-16 19:03:54,C109129,P105090,3,Would buy again,True,3,0.989,2026-02-16,2026-02-19 19:03:54
R00001859,2025-10-20 20:26:11,C107180,P107121,5,Average item,True,3,0.05,2025-10-20,2025-10-22 20:26:11
R00001860,2026-03-26 07:54:49,C101828,P106948,5,Average item,True,3,0.752,2026-03-26,2026-03-27 07:54:49
R00001861,2026-03-24 19:39:15,C105076,P102932,5,Needs improvement,True,1,0.874,2026-03-24,2026-03-25 19:39:15
R00001862,2025-12-26 16:58:56,C123329,P104661,4,Great value,True,1,1.0,2025-12-26,2026-01-01 16:58:56
R00001863,2026-02-24 09:05:52,C100238,P102706,5,Excellent,True,5,0.688,2026-02-24,2026-02-25 09:05:52
R00001864,2025-12-03 16:32:59,C105858,P106124,4,Excellent,True,2,0.32,2025-12-03,2025-12-09 16:32:59
R00001865,2025-12-05 08:13:55,C121547,P110052,2,Average item,True,2,0.169,2025-12-05,2025-12-08 08:13:55
R00001866,2025-10-19 15:55:44,C106565,P109902,2,Fast shipping,False,4,0.044,2025-10-19,2025-10-22 15:55:44
R00001867,2025-11-13 22:48:27,C100737,P111161,5,Average item,True,0,0.688,2025-11-13,2025-11-14 22:48:27
R00001868,2026-03-05 15:49:50,C111456,P109884,4,Needs improvement,True,1,-0.378,2026-03-05,2026-03-07 15:49:50
R00001869,2025-12-30 15:02:52,C101845,P106522,5,Would buy again,True,2,1.0,2025-12-30,2026-01-05 15:02:52
R00001870,2026-03-11 00:47:46,C100279,P102488,5,Fast shipping,True,4,0.539,2026-03-11,2026-03-15 00:47:46
R00001871,2025-12-31 03:03:10,C104262,P107897,2,Good quality,True,3,0.308,2025-12-31,2026-01-03 03:03:10
R00001872,2025-10-30 04:08:02,C121783,P111787,1,Excellent,False,4,0.673,2025-10-30,2025-10-31 04:08:02
R00001873,2025-11-24 19:16:42,C112632,P111811,3,Good quality,True,1,0.566,2025-11-24,2025-11-28 19:16:42
R00001874,2026-01-19 03:38:32,C100060,P103147,2,Excellent,True,4,0.368,2026-01-19,2026-01-24 03:38:32
R00001875,2026-02-24 15:28:46,C124179,P107840,5,Would buy again,True,3,0.682,2026-02-24,2026-02-27 15:28:46
R00001876,2025-10-31 12:09:31,C111139,P103635,4,Great value,True,3,0.988,2025-10-31,2025-11-05 12:09:31
R00001877,2026-01-03 07:31:18,C100686,P108520,2,Good quality,False,2,0.26,2026-01-03,2026-01-06 07:31:18
R00001878,2025-11-03 20:09:13,C119924,P106916,4,Would buy again,True,4,-0.142,2025-11-03,2025-11-09 20:09:13
R00001879,2026-03-12 13:05:56,C117777,P110426,5,Great value,True,3,0.073,2026-03-12,2026-03-18 13:05:56
R00001880,2025-11-04 08:01:49,C106197,P111922,2,Fast shipping,False,1,0.265,2025-11-04,2025-11-06 08:01:49
R00001881,2026-01-18 19:15:10,C122655,P111015,2,Would buy again,True,1,0.299,2026-01-18,2026-01-21 19:15:10
R00001882,2025-10-15 03:29:29,C100608,P105140,4,Great value,True,1,0.322,2025-10-15,2025-10-18 03:29:29
R00001883,2026-02-26 11:07:39,C121993,P109534,1,Good quality,True,1,0.334,2026-02-26,2026-03-04 11:07:39
R00001884,2026-03-01 11:00:48,C112694,P110817,5,Excellent,True,4,0.529,2026-03-01,2026-03-03 11:00:48
R00001885,2025-10-14 16:41:29,C100791,P102348,4,Great value,True,0,0.953,2025-10-14,2025-10-19 16:41:29
R00001886,2026-02-17 04:58:48,C119787,P106689,5,Good quality,True,5,0.554,2026-02-17,2026-02-23 04:58:48
R00001887,2026-02-19 22:06:32,C119765,P105056,5,Not as expected,True,2,0.437,2026-02-19,2026-02-21 22:06:32
R00001888,2026-02-27 23:56:05,C108965,P103828,4,Fast shipping,True,2,0.705,2026-02-27,2026-02-28 23:56:05
R00001889,2025-11-06 02:19:00,C113819,P101441,5,Not as expected,True,2,0.245,2025-11-06,2025-11-08 02:19:00
R00001890,2026-03-13 10:00:46,C123255,P105698,1,Good quality,False,1,0.743,2026-03-13,2026-03-17 10:00:46
R00001891,2025-10-19 20:48:18,C103843,P110016,4,Excellent,True,3,0.193,2025-10-19,2025-10-21 20:48:18
R00001892,2026-02-22 23:24:27,C111112,P103698,3,Fast shipping,True,2,0.184,2026-02-22,2026-02-27 23:24:27
R00001893,2025-12-09 04:10:18,C103171,P109104,2,Not as expected,False,3,0.138,2025-12-09,2025-12-13 04:10:18
R00001894,2026-03-02 22:28:09,C123237,P109270,2,Average item,True,2,0.155,2026-03-02,2026-03-07 22:28:09
R00001895,2025-10-30 03:32:44,C102718,P111266,3,Fast shipping,True,2,0.266,2025-10-30,2025-11-04 03:32:44
R00001896,2026-02-05 10:39:44,C116357,P102942,4,Excellent,True,0,0.964,2026-02-05,2026-02-11 10:39:44
R00001897,2025-11-27 11:25:09,C118423,P111409,5,Good quality,True,2,0.272,2025-11-27,2025-12-02 11:25:09
R00001898,2025-11-27 13:13:24,C115735,P108815,2,Good quality,True,0,0.617,2025-11-27,2025-11-28 13:13:24
R00001899,2025-10-26 02:22:27,C111280,P110289,3,Not as expected,True,4,0.163,2025-10-26,2025-10-30 02:22:27
R00001900,2026-03-14 15:24:59,C116080,P107690,4,Good quality,True,1,1.0,2026-03-14,2026-03-17 15:24:59
R00001901,2026-02-09 00:23:40,C106718,P107214,4,Excellent,True,0,0.138,2026-02-09,2026-02-14 00:23:40
R00001902,2026-03-12 18:03:46,C110826,P110115,4,Fast shipping,True,1,0.306,2026-03-12,2026-03-14 18:03:46
R00001903,2025-10-30 09:58:29,C104252,P107092,4,Great value,True,2,1.0,2025-10-30,2025-11-05 09:58:29
R00001904,2026-01-16 02:32:04,C115856,P110963,4,Fast shipping,True,4,1.0,2026-01-16,2026-01-19 02:32:04
R00001905,2025-11-26 03:45:22,C108281,P107695,4,Would buy again,True,2,0.883,2025-11-26,2025-12-02 03:45:22
R00001906,2026-03-16 14:05:00,C112365,P108098,4,Great value,False,0,0.975,2026-03-16,2026-03-19 14:05:00
R00001907,2025-12-06 17:37:08,C124052,P103534,4,Would buy again,True,0,-0.175,2025-12-06,2025-12-12 17:37:08
R00001908,2025-11-15 11:59:18,C114932,P111384,5,Average item,True,2,0.35,2025-11-15,2025-11-20 11:59:18
R00001909,2025-10-14 07:52:11,C119151,P110164,5,Would buy again,True,3,0.281,2025-10-14,2025-10-17 07:52:11
R00001910,2025-10-03 16:22:55,C118323,P102820,5,Good quality,True,3,0.206,2025-10-03,2025-10-07 16:22:55
R00001911,2025-11-09 21:21:07,C121304,P109372,5,Not as expected,True,2,0.326,2025-11-09,2025-11-10 21:21:07
R00001912,2025-10-14 12:16:57,C118633,P105893,4,Average item,False,1,0.69,2025-10-14,2025-10-18 12:16:57
R00001913,2025-12-17 00:55:07,C106751,P111329,4,Not as expected,False,3,0.423,2025-12-17,2025-12-23 00:55:07
R00001914,2026-02-07 20:51:08,C104641,P111634,4,Good quality,False,2,1.0,2026-02-07,2026-02-10 20:51:08
R00001915,2025-12-25 01:11:46,C104934,P109456,2,Not as expected,True,1,0.535,2025-12-25,2025-12-26 01:11:46
R00001916,2025-11-24 20:14:40,C124129,P105928,4,Great value,True,7,0.075,2025-11-24,2025-11-27 20:14:40
R00001917,2026-02-07 01:21:41,C110894,P104939,2,Fast shipping,True,0,1.0,2026-02-07,2026-02-11 01:21:41
R00001918,2025-12-12 11:03:44,C113942,P102271,5,Would buy again,True,3,-0.083,2025-12-12,2025-12-15 11:03:44
R00001919,2025-10-21 18:17:09,C109958,P103621,5,Great value,True,2,0.885,2025-10-21,2025-10-27 18:17:09
R00001920,2025-10-22 11:38:55,C112894,P104913,4,Would buy again,True,1,0.329,2025-10-22,2025-10-28 11:38:55
R00001921,2026-01-07 16:43:52,C109688,P102237,4,Would buy again,True,0,0.528,2026-01-07,2026-01-13 16:43:52
R00001922,2025-10-09 00:31:33,C119028,P105047,4,Fast shipping,True,1,0.231,2025-10-09,2025-10-11 00:31:33
R00001923,2025-10-20 02:21:38,C107737,P101394,4,Great value,True,2,0.555,2025-10-20,2025-10-25 02:21:38
R00001924,2026-01-07 19:09:58,C107950,P101792,4,Fast shipping,True,1,0.378,2026-01-07,2026-01-11 19:09:58
R00001925,2026-02-10 15:44:19,C107650,P111794,3,Would buy again,True,1,0.153,2026-02-10,2026-02-14 15:44:19
R00001926,2026-03-23 19:13:11,C121652,P110718,4,Not as expected,False,1,0.335,2026-03-23,2026-03-24 19:13:11
R00001927,2025-11-29 00:22:04,C103466,P101101,3,Needs improvement,True,3,0.874,2025-11-29,2025-12-04 00:22:04
R00001928,2026-03-28 11:46:00,C123345,P105844,3,Good quality,False,0,-0.293,2026-03-28,2026-03-31 11:46:00
R00001929,2026-02-03 19:50:25,C114408,P100235,4,Average item,True,2,0.738,2026-02-03,2026-02-04 19:50:25
R00001930,2026-01-09 13:43:05,C122132,P108077,5,Fast shipping,False,0,0.454,2026-01-09,2026-01-12 13:43:05
R00001931,2025-11-21 11:30:42,C109582,P104088,4,Needs improvement,True,7,0.359,2025-11-21,2025-11-27 11:30:42
R00001932,2026-03-18 13:55:37,C122017,P108484,5,Would buy again,True,4,0.983,2026-03-18,2026-03-24 13:55:37
R00001933,2025-12-05 00:44:35,C111016,P100844,4,Needs improvement,True,2,0.222,2025-12-05,2025-12-10 00:44:35
