order_id,event_time,arrival_time,customer_id,product_id,quantity,unit_price,discount_amount,shipping_fee,payment_status,shipping_status,warehouse_id,delivery_partner,late_arrival_flag,source_system,total_amount
O00006718,2025-11-03 01:20:33,2025-11-03 02:49:30,C102575,P109862,1,25.36,3.8,0.0,paid,delayed,WH-EU-03,FedEx,False,order_service,21.56
O00006719,2026-02-27 14:35:24,2026-02-27 15:23:14,C105129,P111154,1,86.0,4.3,5.99,paid,delayed,WH-AP-04,FedEx,False,payment_gateway,87.69
O00006720,2026-03-04 20:34:30,2026-03-04 20:52:07,C104017,P104842,1,16.95,0.0,5.99,failed,delivered,WH-AP-02,FedEx,False,payment_gateway,22.94
O00006721,2026-02-04 06:29:46,2026-02-04 06:34:46,C102583,P100914,1,56.26,5.63,9.99,paid,delivered,WH-LA-03,Amazon Logistics,False,order_service,60.62
O00006722,2025-10-29 11:46:03,2025-10-30 17:30:44,C107317,P109168,2,26.41,2.64,0.0,paid,delayed,WH-AP-02,Local Partner,True,order_service,50.18
O00006723,2025-12-19 21:11:41,2025-12-19 22:44:15,C121240,P105709,1,8.06,1.21,3.99,paid,in_transit,WH-EU-04,Amazon Logistics,False,shipping_partner,10.84
O00006724,2026-01-03 12:10:06,2026-01-03 14:04:45,C104991,P100197,1,6.49,0.0,0.0,paid,in_transit,WH-EU-04,Amazon Logistics,False,payment_gateway,6.49
O00006725,2026-03-10 18:53:07,2026-03-10 19:15:55,C122041,P108278,1,36.61,1.83,0.0,paid,delivered,WH-ME-01,Amazon Logistics,False,shipping_partner,34.78
O00006726,2025-10-29 11:25:55,2025-10-30 02:43:05,C117554,P111520,1,19.25,0.0,5.99,paid,delivered,WH-NA-01,Amazon Logistics,True,shipping_partner,25.24
O00006727,2025-12-03 12:07:49,2025-12-03 13:05:20,C115395,P104482,1,34.03,1.7,3.99,paid,delayed,WH-LA-04,Amazon Logistics,False,payment_gateway,36.32
O00006728,2025-12-22 21:04:39,2025-12-22 21:39:28,C112095,P100126,1,57.33,0.0,3.99,paid,delivered,WH-AP-02,Local Partner,False,order_service,61.32
O00006729,2026-02-04 00:26:05,2026-02-04 01:12:47,C120276,P100165,2,16.62,1.66,3.99,paid,delivered,WH-AP-03,Amazon Logistics,False,payment_gateway,35.57
O00006730,2026-01-17 20:07:41,2026-01-17 20:19:40,C113007,P107163,1,16.0,0.0,0.0,paid,delivered,WH-EU-04,DHL,False,payment_gateway,16.0
O00006731,2025-10-26 16:37:25,2025-10-26 17:30:46,C117306,P110848,3,35.04,0.0,3.99,paid,delivered,WH-ME-04,Local Partner,False,payment_gateway,109.11
O00006732,2026-01-19 09:53:22,2026-01-20 03:25:38,C107413,P103128,1,38.95,0.0,0.0,paid,delayed,WH-LA-03,Local Partner,True,shipping_partner,38.95
O00006733,2025-10-03 00:59:55,2025-10-03 02:58:56,C103381,P110337,1,37.86,1.89,0.0,failed,delivered,WH-LA-03,DHL,False,payment_gateway,35.97
O00006734,2026-02-21 00:43:11,2026-02-21 00:52:41,C118486,P107654,1,22.18,0.0,9.99,refunded,delivered,WH-AP-03,FedEx,False,shipping_partner,32.17
O00006735,2026-03-25 16:42:29,2026-03-27 00:17:55,C107074,P103669,1,23.78,0.0,0.0,refunded,delivered,WH-NA-01,UPS,True,order_service,23.78
O00006736,2026-02-11 16:00:47,2026-02-11 16:03:04,C124477,P106152,1,30.23,3.02,0.0,paid,returned,WH-ME-03,DHL,False,shipping_partner,27.21
O00006737,2026-03-16 19:04:32,2026-03-18 06:57:16,C117133,P101562,1,5.1,0.0,9.99,paid,delivered,WH-EU-01,Amazon Logistics,True,shipping_partner,15.09
O00006738,2025-10-23 13:16:41,2025-10-23 13:54:59,C119185,P111757,3,79.76,0.0,0.0,paid,in_transit,WH-NA-04,UPS,False,shipping_partner,239.28
O00006739,2026-03-17 23:16:34,2026-03-17 23:50:41,C119687,P100818,1,19.28,0.0,0.0,paid,delivered,WH-EU-02,DHL,False,order_service,19.28
O00006740,2026-03-29 13:34:00,2026-03-30 16:50:49,C123591,P100755,1,55.78,0.0,0.0,paid,delivered,WH-NA-04,Local Partner,True,payment_gateway,55.78
O00006741,2025-11-23 10:40:36,2025-11-23 11:19:07,C101957,P108320,1,39.14,1.96,3.99,refunded,delivered,WH-EU-01,Local Partner,False,payment_gateway,41.17
O00006742,2025-12-04 08:38:26,2025-12-04 18:28:57,C111260,P101641,1,12.51,0.0,0.0,paid,delivered,WH-NA-01,FedEx,True,order_service,12.51
O00006743,2025-11-25 11:37:34,2025-11-25 11:53:05,C122167,P102929,1,31.57,1.58,0.0,paid,delivered,WH-AP-03,FedEx,False,shipping_partner,29.99
O00006744,2025-11-07 02:54:29,2025-11-07 03:39:57,C112338,P102134,2,24.25,2.42,0.0,paid,delivered,WH-LA-03,DHL,False,shipping_partner,46.08
O00006745,2026-03-21 22:36:37,2026-03-21 23:03:45,C103099,P110168,1,12.36,0.0,3.99,paid,delivered,WH-ME-02,Local Partner,False,payment_gateway,16.35
O00006746,2025-10-23 00:36:56,2025-10-24 08:12:54,C118595,P105820,2,44.61,0.0,3.99,paid,delivered,WH-AP-04,Local Partner,True,order_service,93.21
O00006747,2026-02-25 22:52:03,2026-02-25 23:26:10,C119230,P108313,1,29.86,0.0,3.99,paid,delivered,WH-ME-03,UPS,False,order_service,33.85
O00006748,2025-12-18 12:32:36,2025-12-18 13:22:20,C105579,P107257,1,28.6,0.0,5.99,refunded,delivered,WH-EU-02,DHL,False,order_service,34.59
O00006749,2025-12-08 06:17:21,2025-12-08 07:36:47,C111476,P106254,3,6.95,1.04,3.99,paid,delivered,WH-LA-02,Local Partner,False,shipping_partner,23.8
O00006750,2026-03-05 08:44:36,2026-03-05 20:42:42,C104630,P103495,1,24.12,1.21,0.0,paid,delivered,WH-LA-01,UPS,True,order_service,22.91
O00006751,2025-11-16 11:43:51,2025-11-16 11:58:56,C100785,P100792,1,3.44,0.34,5.99,paid,in_transit,WH-AP-04,Amazon Logistics,False,order_service,9.09
O00006752,2026-02-17 06:27:37,2026-02-17 07:06:13,C107644,P100471,2,24.13,4.83,3.99,pending,delivered,WH-ME-04,DHL,False,payment_gateway,47.42
O00006753,2026-01-26 05:10:10,2026-01-26 05:28:12,C122113,P104478,2,61.89,12.38,5.99,paid,delayed,WH-NA-03,Amazon Logistics,False,payment_gateway,117.39
O00006754,2026-02-27 00:30:27,2026-02-27 01:29:34,C103689,P103050,1,23.42,0.0,0.0,paid,delayed,WH-LA-02,DHL,False,payment_gateway,23.42
O00006755,2025-12-11 22:31:10,2025-12-11 23:16:54,C109326,P102235,1,16.84,1.68,3.99,paid,delivered,WH-EU-02,UPS,False,payment_gateway,19.15
O00006756,2025-11-30 09:49:44,2025-12-02 00:43:00,C123249,P111913,1,98.1,9.81,0.0,paid,delayed,WH-LA-04,Local Partner,True,order_service,88.29
O00006757,2026-02-22 21:42:45,2026-02-22 23:03:19,C110404,P108230,1,4.8,0.0,3.99,paid,delivered,WH-ME-02,Amazon Logistics,False,payment_gateway,8.79
O00006758,2026-03-21 14:36:24,2026-03-21 16:11:29,C100704,P105716,1,4.68,0.0,0.0,paid,returned,WH-NA-02,Amazon Logistics,False,shipping_partner,4.68
O00006759,2025-11-08 02:54:42,2025-11-08 03:00:01,C104686,P109655,1,40.93,2.05,9.99,paid,delivered,WH-EU-02,DHL,False,payment_gateway,48.87
O00006760,2025-10-23 11:49:51,2025-10-23 12:23:52,C109590,P109686,2,15.53,0.0,0.0,paid,delivered,WH-AP-04,Local Partner,False,order_service,31.06
O00006761,2026-03-01 11:36:02,2026-03-01 13:35:34,C116560,P105672,1,149.88,0.0,0.0,paid,returned,WH-EU-02,UPS,False,payment_gateway,149.88
O00006762,2026-03-10 04:38:46,2026-03-10 05:18:32,C117577,P108099,2,29.7,11.88,0.0,paid,delivered,WH-EU-04,FedEx,False,payment_gateway,47.52
O00006763,2025-10-13 00:37:45,2025-10-13 01:09:58,C121839,P101595,2,28.23,2.82,3.99,paid,delivered,WH-ME-03,FedEx,False,order_service,57.63
O00006764,2026-01-02 23:45:59,2026-01-03 00:02:27,C108893,P103712,1,7.82,0.0,3.99,paid,delivered,WH-NA-02,Local Partner,False,shipping_partner,11.81
O00006765,2025-11-21 21:24:21,2025-11-22 14:04:28,C119934,P111758,2,7.61,0.76,3.99,paid,delivered,WH-LA-04,Amazon Logistics,True,shipping_partner,18.45
O00006766,2025-10-14 18:18:54,2025-10-14 19:49:33,C103210,P106348,2,9.75,0.97,0.0,paid,delivered,WH-EU-04,Amazon Logistics,False,shipping_partner,18.53
O00006767,2025-10-04 12:48:06,2025-10-04 14:41:21,C104638,P105378,2,44.93,0.0,3.99,paid,cancelled,WH-ME-04,FedEx,False,shipping_partner,93.85
O00006768,2026-01-19 00:23:07,2026-01-19 02:06:40,C104317,P106599,1,23.4,3.51,3.99,paid,returned,WH-AP-01,FedEx,False,shipping_partner,23.88
O00006769,2025-12-06 20:47:43,2025-12-08 03:59:24,C109345,P107186,1,24.27,0.0,9.99,paid,delivered,WH-NA-04,Amazon Logistics,True,payment_gateway,34.26
O00006770,2026-03-02 05:51:56,2026-03-02 05:52:25,C124492,P104998,1,24.5,1.23,5.99,paid,in_transit,WH-EU-03,FedEx,False,order_service,29.26
O00006771,2025-12-26 08:15:32,2025-12-26 09:02:45,C103658,P108392,2,23.85,0.0,0.0,paid,delivered,WH-EU-03,UPS,False,order_service,47.7
O00006772,2025-12-03 17:26:54,2025-12-05 06:37:10,C107368,P103044,1,10.84,0.0,3.99,paid,delivered,WH-EU-03,UPS,True,payment_gateway,14.83
O00006773,2025-10-16 10:36:02,2025-10-17 04:24:15,C106131,P105231,1,25.47,2.55,5.99,paid,delivered,WH-EU-02,DHL,True,shipping_partner,28.91
O00006774,2025-10-05 17:16:53,2025-10-06 00:39:00,C103162,P104966,1,27.0,4.05,0.0,paid,delivered,WH-EU-04,FedEx,True,shipping_partner,22.95
O00006775,2026-01-19 14:34:45,2026-01-19 15:35:24,C124245,P105550,3,13.87,0.0,0.0,paid,returned,WH-NA-01,FedEx,False,shipping_partner,41.61
O00006776,2025-10-16 19:11:23,2025-10-18 17:11:26,C112440,P104425,1,34.12,0.0,3.99,paid,delivered,WH-EU-02,Local Partner,True,shipping_partner,38.11
O00006777,2025-10-08 19:19:00,2025-10-08 20:17:26,C122354,P106195,1,15.68,0.0,0.0,paid,delivered,WH-AP-01,FedEx,False,order_service,15.68
O00006778,2025-10-22 16:37:46,2025-10-22 23:30:21,C102518,P108913,1,27.81,0.0,3.99,paid,delivered,WH-EU-01,Local Partner,True,shipping_partner,31.8
O00006779,2026-02-17 22:55:49,2026-02-17 23:49:33,C118509,P101851,2,12.48,1.25,0.0,paid,returned,WH-NA-02,Amazon Logistics,False,shipping_partner,23.71
O00006780,2025-11-02 15:02:14,2025-11-02 16:50:18,C100789,P111449,2,123.3,24.66,3.99,paid,delivered,WH-NA-03,UPS,False,shipping_partner,225.93
O00006781,2026-03-28 22:50:42,2026-03-28 22:55:29,C104842,P101194,2,72.48,0.0,5.99,paid,in_transit,WH-AP-01,DHL,False,shipping_partner,150.95
O00006782,2026-02-15 12:05:49,2026-02-16 18:01:32,C108306,P103843,2,33.79,3.38,9.99,refunded,delivered,WH-NA-04,Local Partner,True,shipping_partner,74.19
O00006783,2026-01-02 10:40:41,2026-01-02 11:31:06,C120435,P105360,1,15.61,0.0,0.0,paid,returned,WH-ME-03,FedEx,False,order_service,15.61
O00006784,2025-10-01 16:09:10,2025-10-01 16:50:09,C121318,P109343,1,7.73,1.55,3.99,pending,delivered,WH-AP-01,Local Partner,False,payment_gateway,10.17
O00006785,2026-01-30 11:05:46,2026-01-30 11:14:56,C116088,P101721,2,6.91,0.0,0.0,paid,cancelled,WH-NA-02,FedEx,False,order_service,13.82
O00006786,2025-11-28 11:37:59,2025-11-28 13:14:38,C106791,P110226,1,8.48,0.0,0.0,paid,delivered,WH-ME-01,UPS,False,shipping_partner,8.48
O00006787,2025-11-05 12:58:11,2025-11-05 13:59:37,C113241,P107682,2,20.34,0.0,3.99,paid,delivered,WH-EU-04,FedEx,False,shipping_partner,44.67
O00006788,2026-01-02 16:53:30,2026-01-02 18:20:26,C111731,P101745,1,8.85,0.0,5.99,paid,delivered,WH-NA-04,Amazon Logistics,False,shipping_partner,14.84
O00006789,2025-10-12 01:10:04,2025-10-12 02:05:59,C113939,P108157,1,18.86,0.0,5.99,paid,delivered,WH-LA-01,Amazon Logistics,False,payment_gateway,24.85
O00006790,2026-03-07 17:11:10,2026-03-07 18:48:20,C103818,P100370,1,14.02,1.4,5.99,paid,delivered,WH-ME-01,Local Partner,False,payment_gateway,18.61
O00006791,2026-03-10 15:24:15,2026-03-10 15:39:58,C113983,P105464,1,14.16,0.0,0.0,paid,delivered,WH-EU-02,UPS,False,shipping_partner,14.16
O00006792,2025-10-21 12:46:24,2025-10-22 22:34:53,C116443,P109845,1,17.24,0.0,5.99,pending,cancelled,WH-EU-01,DHL,True,payment_gateway,23.23
O00006793,2025-12-17 03:54:48,2025-12-17 04:19:54,C116447,P108474,1,25.7,0.0,0.0,paid,delivered,WH-LA-01,Local Partner,False,shipping_partner,25.7
O00006794,2025-12-19 14:23:26,2025-12-19 14:46:16,C105703,P103943,1,12.07,2.41,9.99,paid,in_transit,WH-ME-04,Amazon Logistics,False,shipping_partner,19.65
O00006795,2025-11-21 02:14:09,2025-11-21 21:29:52,C110474,P109844,1,15.25,3.05,3.99,pending,delayed,WH-ME-03,UPS,True,shipping_partner,16.19
O00006796,2025-10-06 15:50:06,2025-10-06 17:05:12,C117628,P108110,1,62.3,9.34,3.99,paid,in_transit,WH-LA-03,DHL,False,payment_gateway,56.95
O00006797,2025-11-10 01:32:25,2025-11-11 14:14:44,C115683,P101084,1,14.88,2.98,0.0,paid,in_transit,WH-AP-01,Local Partner,True,shipping_partner,11.9
O00006798,2026-02-14 00:09:51,2026-02-14 16:05:57,C116655,P107678,1,181.42,36.28,3.99,paid,delivered,WH-NA-02,Amazon Logistics,True,shipping_partner,149.13
O00006799,2025-10-27 06:46:09,2025-10-28 00:35:43,C103279,P100874,2,70.56,0.0,0.0,paid,in_transit,WH-ME-04,Local Partner,True,shipping_partner,141.12
O00006800,2025-12-11 18:45:59,2025-12-11 19:56:58,C123978,P104483,4,18.96,0.0,5.99,paid,delivered,WH-AP-01,Amazon Logistics,False,payment_gateway,81.83
O00006801,2026-03-22 17:03:20,2026-03-23 02:36:18,C116963,P102160,1,41.07,4.11,0.0,refunded,delivered,WH-AP-03,DHL,True,shipping_partner,36.96
O00006802,2026-01-21 17:36:02,2026-01-23 05:01:20,C106110,P107745,1,35.51,1.78,3.99,paid,in_transit,WH-EU-01,Local Partner,True,payment_gateway,37.72
O00006803,2026-02-27 05:37:58,2026-02-27 07:36:15,C119571,P100572,1,58.14,0.0,0.0,paid,delivered,WH-EU-02,UPS,False,shipping_partner,58.14
O00006804,2026-02-21 16:29:17,2026-02-21 16:42:48,C113754,P107638,1,21.18,0.0,0.0,failed,delayed,WH-LA-02,FedEx,False,payment_gateway,21.18
O00006805,2025-10-31 12:38:18,2025-10-31 14:15:01,C104020,P102872,1,66.6,3.33,5.99,paid,returned,WH-ME-04,UPS,False,order_service,69.26
O00006806,2026-02-22 15:50:39,2026-02-22 17:19:58,C104065,P109002,2,16.33,0.0,5.99,paid,delayed,WH-ME-04,Local Partner,False,shipping_partner,38.65
O00006807,2025-12-02 20:32:01,2025-12-02 20:51:14,C115607,P107413,1,56.5,2.83,5.99,paid,in_transit,WH-NA-02,FedEx,False,order_service,59.66
O00006808,2026-01-07 11:10:33,2026-01-07 12:14:06,C123496,P110527,1,21.16,0.0,5.99,paid,delivered,WH-NA-03,Amazon Logistics,False,order_service,27.15
O00006809,2026-02-09 19:40:50,2026-02-09 20:14:41,C122142,P101252,1,20.07,0.0,0.0,refunded,delivered,WH-EU-04,DHL,False,shipping_partner,20.07
O00006810,2026-02-26 13:02:17,2026-02-26 13:02:23,C103696,P100541,2,5.81,1.74,3.99,paid,delivered,WH-LA-01,Amazon Logistics,False,payment_gateway,13.87
O00006811,2026-01-06 09:32:46,2026-01-07 13:07:25,C109911,P100055,1,27.46,0.0,0.0,paid,delivered,WH-LA-01,Local Partner,True,shipping_partner,27.46
O00006812,2026-03-07 08:29:24,2026-03-07 09:27:43,C104121,P103412,1,81.58,4.08,0.0,paid,delivered,WH-ME-02,FedEx,False,payment_gateway,77.5
O00006813,2026-02-01 16:54:51,2026-02-01 17:02:52,C104978,P100450,1,21.35,0.0,0.0,paid,delivered,WH-LA-03,Local Partner,False,shipping_partner,21.35
O00006814,2026-03-28 14:35:23,2026-03-28 15:59:30,C117991,P107714,1,48.46,0.0,0.0,paid,delivered,WH-AP-01,UPS,False,payment_gateway,48.46
O00006815,2026-02-11 07:34:43,2026-02-11 08:44:19,C116456,P106925,1,78.07,11.71,0.0,refunded,delivered,WH-ME-02,Amazon Logistics,False,order_service,66.36
O00006816,2026-02-02 02:04:45,2026-02-02 02:41:13,C100482,P101637,1,29.94,0.0,0.0,paid,delayed,WH-LA-04,UPS,False,order_service,29.94
O00006817,2025-11-11 13:04:53,2025-11-11 14:13:42,C111321,P106724,1,19.25,1.92,0.0,paid,in_transit,WH-EU-01,DHL,False,payment_gateway,17.33
O00006818,2025-11-16 01:19:22,2025-11-16 02:27:05,C104749,P109982,2,9.93,0.99,0.0,paid,delivered,WH-EU-04,Amazon Logistics,False,order_service,18.87
O00006819,2026-02-16 08:35:32,2026-02-16 08:45:23,C114576,P107880,1,21.21,2.12,3.99,failed,delivered,WH-LA-01,Amazon Logistics,False,shipping_partner,23.08
O00006820,2026-02-11 09:55:28,2026-02-12 01:29:01,C121957,P108042,1,28.78,5.76,0.0,paid,delivered,WH-ME-04,UPS,True,payment_gateway,23.02
O00006821,2026-03-17 18:01:43,2026-03-17 19:25:56,C110084,P111276,1,12.19,0.61,3.99,paid,delayed,WH-ME-02,Amazon Logistics,False,shipping_partner,15.57
O00006822,2026-02-02 17:29:49,2026-02-02 17:54:34,C122693,P107800,1,97.8,19.56,0.0,paid,delayed,WH-LA-04,FedEx,False,order_service,78.24
O00006823,2025-10-09 18:03:37,2025-10-10 07:20:03,C100675,P105918,2,27.41,0.0,0.0,paid,delivered,WH-LA-04,Amazon Logistics,True,order_service,54.82
O00006824,2025-10-16 18:37:30,2025-10-18 05:38:21,C106795,P103906,1,19.98,0.0,3.99,paid,delivered,WH-NA-02,UPS,True,shipping_partner,23.97
O00006825,2025-11-30 09:14:58,2025-11-30 09:40:51,C110202,P109364,2,32.15,0.0,0.0,refunded,delivered,WH-AP-02,Local Partner,False,payment_gateway,64.3
O00006826,2025-11-27 14:42:43,2025-11-27 16:11:10,C101993,P109688,1,31.66,1.58,3.99,paid,delivered,WH-NA-01,DHL,False,order_service,34.07
O00006827,2025-11-27 13:51:37,2025-11-27 13:55:52,C120644,P101339,3,18.16,5.45,3.99,paid,delivered,WH-ME-04,UPS,False,order_service,53.02
O00006828,2026-02-07 05:29:21,2026-02-07 06:16:44,C102373,P108974,3,211.56,63.47,5.99,paid,delivered,WH-ME-03,UPS,False,shipping_partner,577.2
O00006829,2025-12-22 13:40:33,2025-12-22 14:36:25,C101918,P104950,1,18.59,0.0,0.0,paid,returned,WH-NA-01,UPS,False,order_service,18.59
O00006830,2026-02-07 22:57:02,2026-02-07 23:44:47,C109199,P103524,1,5.29,0.79,0.0,paid,returned,WH-EU-03,FedEx,False,order_service,4.5
O00006831,2026-03-31 21:59:51,2026-03-31 22:04:56,C106473,P106898,1,4.42,0.44,0.0,paid,delivered,WH-LA-02,DHL,False,shipping_partner,3.98
O00006832,2026-03-10 15:08:48,2026-03-12 13:28:36,C108451,P109046,2,20.94,4.19,5.99,paid,delivered,WH-EU-02,FedEx,True,shipping_partner,43.68
O00006833,2026-02-24 17:57:35,2026-02-24 18:20:53,C103477,P100048,1,24.75,0.0,0.0,paid,cancelled,WH-EU-01,Local Partner,False,order_service,24.75
O00006834,2026-03-21 08:04:17,2026-03-21 10:00:55,C101489,P108104,1,5.78,0.0,3.99,paid,in_transit,WH-AP-03,UPS,False,payment_gateway,9.77
O00006835,2025-10-17 13:39:22,2025-10-17 19:55:15,C119286,P101665,2,6.16,0.0,5.99,paid,cancelled,WH-ME-04,DHL,True,order_service,18.31
O00006836,2025-11-21 17:32:13,2025-11-21 17:45:08,C118144,P101175,1,20.79,2.08,3.99,paid,delayed,WH-NA-03,DHL,False,payment_gateway,22.7
O00006837,2025-10-08 02:59:57,2025-10-08 04:14:51,C100010,P110979,1,13.6,2.04,5.99,paid,delivered,WH-NA-03,FedEx,False,shipping_partner,17.55
O00006838,2025-10-22 02:01:35,2025-10-22 02:49:29,C117860,P102844,1,147.11,7.36,0.0,paid,delivered,WH-NA-03,FedEx,False,payment_gateway,139.75
O00006839,2025-10-12 13:52:29,2025-10-12 15:39:29,C121085,P104977,1,19.48,0.0,0.0,paid,delivered,WH-NA-01,Local Partner,False,shipping_partner,19.48
O00006840,2026-01-05 18:53:38,2026-01-06 19:46:29,C119356,P104610,1,48.4,0.0,3.99,paid,delayed,WH-AP-01,DHL,True,shipping_partner,52.39
O00006841,2026-03-21 13:16:42,2026-03-22 19:41:33,C116825,P109638,1,9.76,0.98,5.99,paid,delivered,WH-AP-04,UPS,True,shipping_partner,14.77
O00006842,2026-02-20 01:10:13,2026-02-20 12:46:54,C108371,P100618,1,17.06,0.85,0.0,paid,delivered,WH-NA-03,Local Partner,True,payment_gateway,16.21
O00006843,2026-02-23 09:28:10,2026-02-23 17:51:23,C117955,P101973,1,23.88,0.0,3.99,paid,delivered,WH-NA-04,DHL,True,payment_gateway,27.87
O00006844,2026-03-23 04:04:52,2026-03-23 17:22:12,C114710,P107900,1,38.06,0.0,0.0,paid,delivered,WH-NA-02,FedEx,True,order_service,38.06
O00006845,2025-12-22 23:23:44,2025-12-23 00:08:40,C117771,P102019,1,42.86,0.0,5.99,paid,delivered,WH-EU-02,Local Partner,False,order_service,48.85
O00006846,2025-12-27 14:17:28,2025-12-27 15:54:37,C114374,P109212,1,20.93,0.0,0.0,paid,delivered,WH-AP-01,DHL,False,order_service,20.93
O00006847,2026-01-23 14:48:34,2026-01-24 22:46:50,C114715,P106026,1,24.1,4.82,5.99,paid,delivered,WH-EU-04,UPS,True,shipping_partner,25.27
O00006848,2025-10-18 05:50:11,2025-10-18 05:53:45,C115542,P105756,2,26.38,2.64,0.0,paid,delivered,WH-NA-04,Amazon Logistics,False,order_service,50.12
O00006849,2026-03-18 22:44:55,2026-03-18 22:51:34,C117854,P107461,2,8.41,0.0,0.0,paid,delivered,WH-LA-04,UPS,False,shipping_partner,16.82
O00006850,2025-12-22 11:47:44,2025-12-22 12:44:36,C116194,P109618,1,60.25,9.04,3.99,paid,delivered,WH-NA-02,UPS,False,payment_gateway,55.2
O00006851,2026-02-04 19:12:37,2026-02-04 20:31:34,C111800,P105792,2,17.1,5.13,5.99,paid,delivered,WH-AP-01,DHL,False,order_service,35.06
O00006852,2026-02-12 04:54:57,2026-02-13 08:34:24,C115213,P102977,1,19.95,0.0,3.99,paid,delivered,WH-EU-02,Amazon Logistics,True,payment_gateway,23.94
O00006853,2025-10-21 23:47:11,2025-10-23 13:30:37,C104551,P106795,1,12.94,1.29,5.99,paid,delivered,WH-EU-04,Local Partner,True,payment_gateway,17.64
O00006854,2026-01-28 22:58:40,2026-01-29 00:17:52,C114765,P111270,1,9.29,1.39,0.0,refunded,delivered,WH-NA-01,Local Partner,False,shipping_partner,7.9
O00006855,2026-01-20 06:28:10,2026-01-20 07:51:36,C112408,P105871,1,27.66,0.0,3.99,paid,delivered,WH-NA-01,FedEx,False,order_service,31.65
O00006856,2026-02-24 02:32:38,2026-02-25 08:41:04,C110389,P101203,2,34.75,3.48,9.99,paid,delivered,WH-NA-04,UPS,True,shipping_partner,76.01
O00006857,2026-03-25 14:11:56,2026-03-25 14:59:57,C100031,P102864,1,13.58,0.0,0.0,paid,delivered,WH-AP-03,Local Partner,False,payment_gateway,13.58
O00006858,2025-10-23 04:44:35,2025-10-23 05:16:37,C103367,P103428,1,13.55,0.0,0.0,paid,delivered,WH-AP-03,DHL,False,payment_gateway,13.55
O00006859,2026-01-02 05:54:09,2026-01-02 06:43:27,C119845,P105289,1,55.32,0.0,3.99,paid,in_transit,WH-ME-02,UPS,False,order_service,59.31
O00006860,2026-01-22 23:12:55,2026-01-22 23:56:18,C106057,P102477,1,51.79,2.59,0.0,paid,delivered,WH-LA-04,UPS,False,order_service,49.2
O00006861,2025-12-21 02:12:24,2025-12-21 03:45:39,C119933,P103696,1,10.8,0.0,5.99,pending,in_transit,WH-EU-02,UPS,False,payment_gateway,16.79
O00006862,2025-10-20 12:42:27,2025-10-21 21:12:50,C113373,P101024,2,19.55,0.0,9.99,paid,in_transit,WH-ME-03,Amazon Logistics,True,shipping_partner,49.09
O00006863,2025-10-08 08:19:33,2025-10-08 09:05:32,C111385,P104445,2,5.5,0.55,5.99,paid,delivered,WH-LA-01,FedEx,False,shipping_partner,16.44
O00006864,2026-02-10 19:33:38,2026-02-10 20:06:17,C117524,P110749,1,48.56,0.0,5.99,pending,delayed,WH-LA-01,Local Partner,False,payment_gateway,54.55
O00006865,2025-10-09 00:16:47,2025-10-09 00:21:32,C111934,P108883,2,40.63,0.0,5.99,pending,delivered,WH-ME-03,Local Partner,False,shipping_partner,87.25
O00006866,2025-11-16 18:37:19,2025-11-16 19:00:05,C108646,P103552,1,39.02,1.95,5.99,paid,in_transit,WH-ME-03,Amazon Logistics,False,shipping_partner,43.06
O00006867,2026-01-02 08:07:40,2026-01-02 08:38:12,C108256,P102455,1,89.3,4.47,9.99,paid,delivered,WH-ME-01,Amazon Logistics,False,shipping_partner,94.82
O00006868,2026-03-22 15:18:23,2026-03-22 16:14:00,C100967,P104933,1,12.03,0.0,0.0,paid,delivered,WH-AP-04,Local Partner,False,shipping_partner,12.03
O00006869,2026-01-13 05:19:15,2026-01-14 02:29:10,C115935,P100239,1,10.65,0.0,0.0,paid,delivered,WH-ME-03,Amazon Logistics,True,shipping_partner,10.65
O00006870,2026-01-14 19:55:04,2026-01-14 21:12:21,C119968,P104447,2,27.97,5.59,5.99,paid,delivered,WH-NA-03,UPS,False,order_service,56.34
O00006871,2025-11-02 02:30:50,2025-11-02 03:33:53,C123408,P100270,1,16.55,3.31,3.99,paid,delayed,WH-NA-04,Amazon Logistics,False,payment_gateway,17.23
O00006872,2026-02-09 03:38:41,2026-02-09 05:15:15,C123313,P105872,1,2.99,0.3,0.0,paid,delivered,WH-LA-04,FedEx,False,shipping_partner,2.69
O00006873,2026-03-04 01:38:30,2026-03-04 03:19:59,C124675,P105433,2,9.37,0.94,3.99,paid,in_transit,WH-LA-04,Local Partner,False,order_service,21.79
O00006874,2026-03-20 01:14:21,2026-03-20 01:50:59,C108461,P102802,3,20.44,6.13,5.99,paid,delivered,WH-AP-01,DHL,False,order_service,61.18
O00006875,2025-10-24 21:28:56,2025-10-24 22:18:02,C101263,P101102,4,17.2,0.0,0.0,paid,delivered,WH-EU-03,DHL,False,order_service,68.8
O00006876,2025-11-08 16:58:24,2025-11-10 01:38:54,C100601,P108326,1,4.66,0.0,0.0,paid,returned,WH-EU-03,FedEx,True,payment_gateway,4.66
O00006877,2025-11-01 16:08:37,2025-11-01 16:58:02,C104650,P101793,1,6.67,0.0,0.0,failed,delivered,WH-AP-03,DHL,False,payment_gateway,6.67
O00006878,2026-01-03 15:26:58,2026-01-03 16:53:37,C109779,P110692,1,38.87,0.0,3.99,paid,delivered,WH-NA-02,Local Partner,False,order_service,42.86
